"seq","as_is_comp","as_is_attr","to_be_comp","to_be_attr","excel_order","max_cnt","max_attr","repli_flag","repli_attr","repli_child_flag","repli_child_attr"
7652,GPC0090,firstImage/firstdesktopImage_alt,ST0011,product/overview-section/compareimage/mediaDescription/item0/imageAltText,20,,compareimage,N,"",N,""
7653,GPC0090,firstImage/firstmobileImage_path,ST0011,product/overview-section/compareimage/mediaDescription/item0/imageRefMobile,20,,compareimage,N,"",N,""
7654,GPC0090,visualType,ST0011,product/overview-section/compareimage/mediaDescription/item0/mediaTypeItems,20,,compareimage,N,"",N,""
7655,GPC0090,firstAnimation/animationThumbnail_alt,ST0011,product/overview-section/compareimage/mediaDescription/item0/animationThumbnailAltText,20,,compareimage,N,"",N,""
7656,GPC0090,firstAnimation/animationThumbnail_path,ST0011,product/overview-section/compareimage/mediaDescription/item0/animationThumbnailImageRef,20,,compareimage,N,"",N,""
7657,GPC0090,firstAnimation/animationThumbnailMobile_path,ST0011,product/overview-section/compareimage/mediaDescription/item0/animationThumbnailImageRefMobile,20,,compareimage,N,"",N,""
7658,GPC0090,firstAnimation/animationFile,ST0011,product/overview-section/compareimage/mediaDescription/item0/animationRef,20,,compareimage,N,"",N,""
7659,GPC0090,firstAnimation/mobileAnimationFile,ST0011,product/overview-section/compareimage/mediaDescription/item0/animationRefMobile,20,,compareimage,N,"",N,""
7660,GPC0090,secondImage/seconddesktopImage_path,ST0011,product/overview-section/compareimage/mediaDescription/item1/imageRef,20,,compareimage,N,"",N,""
7661,GPC0090,secondImage/seconddesktopImage_alt,ST0011,product/overview-section/compareimage/mediaDescription/item1/imageAltText,20,,compareimage,N,"",N,""
7662,GPC0090,secondImage/secondmobileImage_path,ST0011,product/overview-section/compareimage/mediaDescription/item1/imageRefMobile,20,,compareimage,N,"",N,""
7663,GPC0090,visualType,ST0011,product/overview-section/compareimage/mediaDescription/item1/mediaTypeItems,20,,compareimage,N,"",N,""
7664,GPC0090,secondAnimation/animationThumbnailMobile_alt,ST0011,product/overview-section/compareimage/mediaDescription/item1/animationThumbnailAltText,20,,compareimage,N,"",N,""
7665,GPC0090,secondAnimation/animationThumbnail_path,ST0011,product/overview-section/compareimage/mediaDescription/item1/animationThumbnailImageRef,20,,compareimage,N,"",N,""
7666,GPC0090,secondAnimation/animationThumbnailMobile_path,ST0011,product/overview-section/compareimage/mediaDescription/item1/animationThumbnailImageRefMobile,20,,compareimage,N,"",N,""
7667,GPC0090,secondAnimation/animationFile,ST0011,product/overview-section/compareimage/mediaDescription/item1/animationRef,20,,compareimage,N,"",N,""
7668,GPC0090,secondAnimation/mobileAnimationFile,ST0011,product/overview-section/compareimage/mediaDescription/item1/animationRefMobile,20,,compareimage,N,"",N,""
7669,GPC0090,cta/btnLink,ST0011,product/overview-section/compareimage/ctaList/item/ctaUrl,20,,compareimage,Y,item,N,""
7670,GPC0090,cta/btnLabel,ST0011,product/overview-section/compareimage/ctaList/item/ctaLabel,20,,compareimage,Y,item,N,""
7671,GPC0090,cta/btnLinkTarget,ST0011,product/overview-section/compareimage/ctaList/item/ctaTarget,20,,compareimage,Y,item,N,""
7672,GPC0090,"",ST0011,product/overview-section/compareimage/ctaList/item/buttonType,20,,compareimage,Y,item,N,""
7673,GPC0090,"",ST0011,product/overview-section/compareimage/comparetextbodycopy-1/sling:resourceType,20,,compareimage,N,"",N,""
7674,GPC0090,firstImageDescriptionArea/firstImageDescription,ST0011,product/overview-section/compareimage/comparetextbodycopy-1/text,20,,compareimage,N,"",N,""
7675,GPC0090,"",ST0011,product/overview-section/compareimage/comparetextbodycopy-1/textIsRich,20,,compareimage,N,"",N,""
7676,GPC0090,"",ST0011,product/overview-section/compareimage/comparebodycopy-1/sling:resourceType,20,,compareimage,N,"",N,""
7677,GPC0090,firstImageCompareArea/firstImageCompareText,ST0011,product/overview-section/compareimage/comparebodycopy-1/text,20,,compareimage,N,"",N,""
7678,GPC0090,"",ST0011,product/overview-section/compareimage/comparebodycopy-1/textIsRich,20,,compareimage,N,"",N,""
7679,GPC0090,"",ST0011,product/overview-section/compareimage/comparetitle/sling:resourceType,20,,compareimage,N,"",N,""
7680,GPC0090,description/headingTag,ST0011,product/overview-section/compareimage/comparetitle/type,20,,compareimage,N,"",N,""
7681,GPC0090,"",ST0011,product/overview-section/compareimage/comparetitle/linkURL,20,,compareimage,N,"",N,""
7682,GPC0090,"",ST0011,product/overview-section/compareimage/comparetitle/linkTarget,20,,compareimage,N,"",N,""
7683,GPC0090,description/headline,ST0011,product/overview-section/compareimage/comparetitle/jcr:title,20,,compareimage,N,"",N,""
7684,GPC0090,"",ST0011,product/overview-section/compareimage/comparetextbodycopy-2/sling:resourceType,20,,compareimage,N,"",N,""
7685,GPC0090,secondImageDescriptionArea/secondImageDescription,ST0011,product/overview-section/compareimage/comparetextbodycopy-2/text,20,,compareimage,N,"",N,""
7686,GPC0090,"",ST0011,product/overview-section/compareimage/comparetextbodycopy-2/textIsRich,20,,compareimage,N,"",N,""
7687,GPC0090,"",ST0011,product/overview-section/compareimage/comparebodycopy-2/sling:resourceType,20,,compareimage,N,"",N,""
7688,GPC0090,secondImageCompareArea/secondImageCompareText,ST0011,product/overview-section/compareimage/comparebodycopy-2/text,20,,compareimage,N,"",N,""
7689,GPC0090,"",ST0011,product/overview-section/compareimage/comparebodycopy-2/textIsRich,20,,compareimage,N,"",N,""
7690,GPC0090,"",ST0011,product/overview-section/compareimage/comparebody/sling:resourceType,20,,compareimage,N,"",N,""
7691,GPC0090,description/bodyCopy,ST0011,product/overview-section/compareimage/comparebody/text,20,,compareimage,N,"",N,""
7692,GPC0090,"",ST0011,product/overview-section/compareimage/comparebody/textIsRich,20,,compareimage,N,"",N,""
7693,GPC0090,"",ST0011,product/overview-section/compareimage/compareeyebrow/sling:resourceType,20,,compareimage,N,"",N,""
7694,GPC0090,description/eyebrow,ST0011,product/overview-section/compareimage/compareeyebrow/text,20,,compareimage,N,"",N,""
7695,GPC0090,"",ST0011,product/overview-section/compareimage/compareeyebrow/textIsRich,20,,compareimage,N,"",N,""
7696,GPC0043,"",ST0013,product/overview-section/sideimage/sling:resourceType,21,,sideimage,N,"",N,""
7697,GPC0043,"",ST0013,product/overview-section/sideimage/cq:styleIds,21,,sideimage,N,"",N,""
7698,GPC0043,"",ST0013,product/overview-section/sideimage/variantType,21,,sideimage,N,"",N,""
7699,GPC0043,media/disclaimerAlign,ST0013,product/overview-section/sideimage/disclaimerTextAlign,21,,sideimage,N,"",N,""
7700,GPC0043,media/mediaWidth,ST0013,product/overview-section/sideimage/mediaBannerSize,21,,sideimage,N,"",N,""
7701,GPC0043,btnType,ST0013,product/overview-section/sideimage/ctaType,21,,sideimage,N,"",N,""
7702,GPC0043,"",ST0013,product/overview-section/sideimage/text/sling:resourceType,21,,sideimage,N,"",N,""
7703,GPC0043,"",ST0013,product/overview-section/sideimage/text/textIsRich,21,,sideimage,N,"",N,""
7704,GPC0043,description/bodyCopy,ST0013,product/overview-section/sideimage/text/text,21,,sideimage,N,"",N,""
7705,GPC0043,"",ST0013,product/overview-section/sideimage/title/sling:resourceType,21,,sideimage,N,"",N,""
7706,GPC0043,description/headingTag,ST0013,product/overview-section/sideimage/title/type,21,,sideimage,N,"",N,""
7707,GPC0043,"",ST0013,product/overview-section/sideimage/title/linkTarget,21,,sideimage,N,"",N,""
7708,GPC0043,description/headline,ST0013,product/overview-section/sideimage/title/jcr:title,21,,sideimage,N,"",N,""
7709,GPC0043,"",ST0013,product/overview-section/sideimage/title/linkUrl,21,,sideimage,N,"",N,""
7710,GPC0043,"",ST0013,product/overview-section/sideimage/title/id,21,,sideimage,N,"",N,""
7711,GPC0043,"",ST0013,product/overview-section/sideimage/eyebrow/sling:resourceType,21,,sideimage,N,"",N,""
7712,GPC0043,"",ST0013,product/overview-section/sideimage/eyebrow/textIsRich,21,,sideimage,N,"",N,""
7713,GPC0043,description/eyebrow,ST0013,product/overview-section/sideimage/eyebrow/text,21,,sideimage,N,"",N,""
7714,GPC0043,"",ST0013,product/overview-section/sideimage/disclaimer/sling:resourceType,21,,sideimage,N,"",N,""
7715,GPC0043,"",ST0013,product/overview-section/sideimage/disclaimer/textIsRich,21,,sideimage,N,"",N,""
7716,GPC0043,media/disclaimer,ST0013,product/overview-section/sideimage/diclaimer/text,21,,sideimage,N,"",N,""
7717,GPC0043,media/desktopImage_alt,ST0013,product/overview-section/sideimage/mediaDescriptionList/item0/imageAltText,21,,sideimage,N,"",N,""
7718,GPC0043,media/imageLink,ST0013,product/overview-section/sideimage/mediaDescriptionList/item0/imageUrl,21,,sideimage,N,"",N,""
7719,GPC0043,media/desktopImage_path,ST0013,product/overview-section/sideimage/mediaDescriptionList/item0/imageRef,21,,sideimage,N,"",N,""
7720,GPC0043,media/imageLinkTarget,ST0013,product/overview-section/sideimage/mediaDescriptionList/item0/imageUrlTarget,21,,sideimage,N,"",N,""
7721,GPC0043,media/mediaType,ST0013,product/overview-section/sideimage/mediaDescriptionList/item0/mediaTypeItems,21,,sideimage,N,"",N,""
7722,GPC0043,media/videoSource,ST0013,product/overview-section/sideimage/mediaDescriptionList/item0/videoSource,21,,sideimage,N,"",N,""
7723,GPC0043,media/videoThumbnail_path,ST0013,product/overview-section/sideimage/mediaDescriptionList/item0/videoThumbnailImageRef,21,,sideimage,N,"",N,""
7724,GPC0043,media/videoID,ST0013,product/overview-section/sideimage/mediaDescriptionList/item0/videoID,21,,sideimage,N,"",N,""
7725,GPC0043,media/videoThumbnail_alt,ST0013,product/overview-section/sideimage/mediaDescriptionList/item0/videoThumbnailAltText,21,,sideimage,N,"",N,""
7726,GPC0043,media/animationThumbnail_alt,ST0013,product/overview-section/sideimage/mediaDescriptionList/item0/animationThumbnailAltText,21,,sideimage,N,"",N,""
7727,GPC0043,media/animationThumbnail_path,ST0013,product/overview-section/sideimage/mediaDescriptionList/item0/animationThumbnailImageRef,21,,sideimage,N,"",N,""
7728,GPC0043,media/animationFile,ST0013,product/overview-section/sideimage/mediaDescriptionList/item0/animationRef,21,,sideimage,N,"",N,""
7729,GPC0043,"",ST0013,product/overview-section/sideimage/ctaList/item/buttonType,21,,sideimage,Y,item,N,""
7730,GPC0043,cta/btnLabel,ST0013,product/overview-section/sideimage/ctaList/item/ctaLabel,21,,sideimage,Y,item,N,""
7731,GPC0043,cta/btnLinkTarget,ST0013,product/overview-section/sideimage/ctaList/item/ctaTarget,21,,sideimage,Y,item,N,""
7732,GPC0043,cta/btnLink,ST0013,product/overview-section/sideimage/ctaList/item/ctaUrl,21,,sideimage,Y,item,N,""
7733,GPC0044,"",ST0013,product/overview-section/sideimage/sling:resourceType,22,,sideimage,N,"",N,""
7734,GPC0044,"",ST0013,product/overview-section/sideimage/cq:styleIds,22,,sideimage,N,"",N,""
7735,GPC0044,"",ST0013,product/overview-section/sideimage/variantType,22,,sideimage,N,"",N,""
7736,GPC0044,"",ST0013,product/overview-section/sideimage/disclaimerTextAlign,22,,sideimage,N,"",N,""
7737,GPC0044,"",ST0013,product/overview-section/sideimage/mediaBannerSize,22,,sideimage,N,"",N,""
7738,GPC0044,btnType,ST0013,product/overview-section/sideimage/ctaType,22,,sideimage,N,"",N,""
7739,GPC0044,"",ST0013,product/overview-section/sideimage/text/sling:resourceType,22,,sideimage,N,"",N,""
7740,GPC0044,"",ST0013,product/overview-section/sideimage/text/textIsRich,22,,sideimage,N,"",N,""
7741,GPC0044,description/bodyCopy,ST0013,product/overview-section/sideimage/text/text,22,,sideimage,N,"",N,""
7742,GPC0044,"",ST0013,product/overview-section/sideimage/title/sling:resourceType,22,,sideimage,N,"",N,""
7743,GPC0044,description/headingTag,ST0013,product/overview-section/sideimage/title/type,22,,sideimage,N,"",N,""
7744,GPC0044,"",ST0013,product/overview-section/sideimage/title/linkTarget,22,,sideimage,N,"",N,""
7745,GPC0044,description/headline,ST0013,product/overview-section/sideimage/title/jcr:title,22,,sideimage,N,"",N,""
7746,GPC0044,"",ST0013,product/overview-section/sideimage/title/linkUrl,22,,sideimage,N,"",N,""
7747,GPC0044,"",ST0013,product/overview-section/sideimage/title/id,22,,sideimage,N,"",N,""
7748,GPC0044,"",ST0013,product/overview-section/sideimage/eyebrow/sling:resourceType,22,,sideimage,N,"",N,""
7749,GPC0044,"",ST0013,product/overview-section/sideimage/eyebrow/textIsRich,22,,sideimage,N,"",N,""
7750,GPC0044,"",ST0013,product/overview-section/sideimage/eyebrow/text,22,,sideimage,N,"",N,""
7751,GPC0044,"",ST0013,product/overview-section/sideimage/disclaimer/sling:resourceType,22,,sideimage,N,"",N,""
7752,GPC0044,"",ST0013,product/overview-section/sideimage/disclaimer/textIsRich,22,,sideimage,N,"",N,""
7753,GPC0044,"",ST0013,product/overview-section/sideimage/diclaimer/text,22,,sideimage,N,"",N,""
7754,GPC0044,media/desktopImage_alt,ST0013,product/overview-section/sideimage/mediaDescriptionList/item/imageAltText,22,,sideimage,Y,item,N,""
7755,GPC0044,media/desktopImage_path,ST0013,product/overview-section/sideimage/mediaDescriptionList/item/imageUrl,22,,sideimage,Y,item,N,""
7756,GPC0044,media/desktopImage_path,ST0013,product/overview-section/sideimage/mediaDescriptionList/item/imageRef,22,,sideimage,Y,item,N,""
7757,GPC0044,media/imageLinkTarget,ST0013,product/overview-section/sideimage/mediaDescriptionList/item/imageUrlTarget,22,,sideimage,Y,item,N,""
7758,GPC0044,media/mediaType,ST0013,product/overview-section/sideimage/mediaDescriptionList/item/mediaTypeItems,22,,sideimage,Y,item,N,""
7759,GPC0044,media/videoSource,ST0013,product/overview-section/sideimage/mediaDescriptionList/item/videoSource,22,,sideimage,Y,item,N,""
7760,GPC0044,media/videoThumbnail_path,ST0013,product/overview-section/sideimage/mediaDescriptionList/item/videoThumbnailImageRef,22,,sideimage,Y,item,N,""
7761,GPC0044,media/videoID,ST0013,product/overview-section/sideimage/mediaDescriptionList/item/videoID,22,,sideimage,Y,item,N,""
7762,GPC0044,media/videoThumbnail_alt,ST0013,product/overview-section/sideimage/mediaDescriptionList/item/videoThumbnailAltText,22,,sideimage,Y,item,N,""
7763,GPC0044,"",ST0013,product/overview-section/sideimage/mediaDescriptionList/item/animationThumbnailAltText,22,,sideimage,Y,item,N,""
7764,GPC0044,"",ST0013,product/overview-section/sideimage/mediaDescriptionList/item/animationThumbnailImageRef,22,,sideimage,Y,item,N,""
7765,GPC0044,"",ST0013,product/overview-section/sideimage/mediaDescriptionList/item/animationRef,22,,sideimage,Y,item,N,""
7766,GPC0044,"",ST0013,product/overview-section/sideimage/ctaList/item/buttonType,22,,sideimage,Y,item,N,""
7767,GPC0044,cta/btnLabel,ST0013,product/overview-section/sideimage/ctaList/item/ctaLabel,22,,sideimage,Y,item,N,""
7768,GPC0044,cta/btnLinkTarget,ST0013,product/overview-section/sideimage/ctaList/item/ctaTarget,22,,sideimage,Y,item,N,""
7769,GPC0044,cta/btnLink,ST0013,product/overview-section/sideimage/ctaList/item/ctaUrl,22,,sideimage,Y,item,N,""
7770,GPC0048,"",ST0014,product/overview-section/imagelayeredtext/sling:resourceType,23,,imagelayeredtext,N,"",N,""
7771,GPC0048,mediaAreaStyle/mediaWidth,ST0014,product/overview-section/imagelayeredtext/imageSizeType,23,,imagelayeredtext,N,"",N,""
7772,GPC0048,media/desktopImage_alt,ST0014,product/overview-section/imagelayeredtext/imageAltText,23,,imagelayeredtext,N,"",N,""
7773,GPC0048,media/videoSource,ST0014,product/overview-section/imagelayeredtext/videoSource,23,,imagelayeredtext,N,"",N,""
7774,GPC0048,btnType,ST0014,product/overview-section/imagelayeredtext/ctaType,23,,imagelayeredtext,N,"",N,""
7775,GPC0048,media/desktopImage_path,ST0014,product/overview-section/imagelayeredtext/imageRef,23,,imagelayeredtext,N,"",N,""
7776,GPC0048,media/mediaType,ST0014,product/overview-section/imagelayeredtext/mediaTypeItems,23,,imagelayeredtext,N,"",N,""
7777,GPC0048,media/videoThumbnail_path,ST0014,product/overview-section/imagelayeredtext/videoThumbnailImageRef,23,,imagelayeredtext,N,"",N,""
7778,GPC0048,media/videoID,ST0014,product/overview-section/imagelayeredtext/videoID,23,,imagelayeredtext,N,"",N,""
7779,GPC0048,media/videoThumbnail_alt,ST0014,product/overview-section/imagelayeredtext/videoThumbnailAltText,23,,imagelayeredtext,N,"",N,""
7780,GPC0048,"",ST0014,product/overview-section/imagelayeredtext/ctaList/item/buttonType,23,,imagelayeredtext,Y,item,N,""
7781,GPC0048,cta/btnLink,ST0014,product/overview-section/imagelayeredtext/ctaList/item/ctaURL,23,,imagelayeredtext,Y,item,N,""
7782,GPC0048,cta/btnLabel,ST0014,product/overview-section/imagelayeredtext/ctaList/item/ctaLabel,23,,imagelayeredtext,Y,item,N,""
7783,GPC0048,cta/btnLinkTarget,ST0014,product/overview-section/imagelayeredtext/ctaList/item/ctaTarget,23,,imagelayeredtext,Y,item,N,""
7784,GPC0048,"",ST0014,product/overview-section/imagelayeredtext/bodycopy/sling:resourceType,23,,imagelayeredtext,N,"",N,""
7785,GPC0048,description/bodyCopy,ST0014,product/overview-section/imagelayeredtext/bodycopy/text,23,,imagelayeredtext,N,"",N,""
7786,GPC0048,"",ST0014,product/overview-section/imagelayeredtext/bodycopy/textIsRich,23,,imagelayeredtext,N,"",N,""
7787,GPC0048,"",ST0014,product/overview-section/imagelayeredtext/headline/sling:resourceType,23,,imagelayeredtext,N,"",N,""
7788,GPC0048,description/headingTag,ST0014,product/overview-section/imagelayeredtext/headline/type,23,,imagelayeredtext,N,"",N,""
7789,GPC0048,"",ST0014,product/overview-section/imagelayeredtext/headline/linkURL,23,,imagelayeredtext,N,"",N,""
7790,GPC0048,"",ST0014,product/overview-section/imagelayeredtext/headline/linkTarget,23,,imagelayeredtext,N,"",N,""
7791,GPC0048,description/headline,ST0014,product/overview-section/imagelayeredtext/headline/jcr:title,23,,imagelayeredtext,N,"",N,""
7792,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/sling:resourceType,24,,imagetextfoldingfeat,N,"",N,""
7793,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/cq:styleIds,24,,imagetextfoldingfeat,N,"",N,""
7794,GPC0042,media/mediaType,ST0016,product/overview-section/imagetextfoldingfeat/mediaTypeItems,24,,imagetextfoldingfeat,N,"",N,""
7795,GPC0042,media/mobileImage_path,ST0016,product/overview-section/imagetextfoldingfeat/imageRefMobile,24,,imagetextfoldingfeat,N,"",N,""
7796,GPC0042,media/desktopImage_path,ST0016,product/overview-section/imagetextfoldingfeat/imageRef,24,,imagetextfoldingfeat,N,"",N,""
7797,GPC0042,media/desktopImage_alt,ST0016,product/overview-section/imagetextfoldingfeat/imageAltText,24,,imagetextfoldingfeat,N,"",N,""
7798,GPC0042,media/imageLink,ST0016,product/overview-section/imagetextfoldingfeat/imageUrl,24,,imagetextfoldingfeat,N,"",N,""
7799,GPC0042,media/imageLinkTarget,ST0016,product/overview-section/imagetextfoldingfeat/imageUrlTarget,24,,imagetextfoldingfeat,N,"",N,""
7800,GPC0042,media/animationThumbnail_alt,ST0016,product/overview-section/imagetextfoldingfeat/animationThumbnailAltText,24,,imagetextfoldingfeat,N,"",N,""
7801,GPC0042,media/animationThumbnailMobile_path,ST0016,product/overview-section/imagetextfoldingfeat/animationThumbnailImageRefMobile,24,,imagetextfoldingfeat,N,"",N,""
7802,GPC0042,media/animationFile,ST0016,product/overview-section/imagetextfoldingfeat/animationRef,24,,imagetextfoldingfeat,N,"",N,""
7803,GPC0042,media/animationThumbnail_path,ST0016,product/overview-section/imagetextfoldingfeat/animationThumbnailImageRef,24,,imagetextfoldingfeat,N,"",N,""
7804,GPC0042,media/videoID,ST0016,product/overview-section/imagetextfoldingfeat/videoId,24,,imagetextfoldingfeat,N,"",N,""
7805,GPC0042,media/videoThumbnail_alt,ST0016,product/overview-section/imagetextfoldingfeat/videoThumbnailAltText,24,,imagetextfoldingfeat,N,"",N,""
7806,GPC0042,media/videoThumbnailMobile_path,ST0016,product/overview-section/imagetextfoldingfeat/videoThumbnailImageRefMobile,24,,imagetextfoldingfeat,N,"",N,""
7807,GPC0042,media/videoThumbnail_path,ST0016,product/overview-section/imagetextfoldingfeat/videoThumbnailImageRef,24,,imagetextfoldingfeat,N,"",N,""
7808,GPC0042,media/videoSource,ST0016,product/overview-section/imagetextfoldingfeat/videoSource,24,,imagetextfoldingfeat,N,"",N,""
7809,GPC0042,folding/foldingTextAlign,ST0016,product/overview-section/imagetextfoldingfeat/floatingTextAreaAlignment,24,,imagetextfoldingfeat,N,"",N,""
7810,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/foldingButtonColor,24,,imagetextfoldingfeat,N,"",N,""
7811,GPC0042,componentStyle/textAlign,ST0016,product/overview-section/imagetextfoldingfeat/fixedTextAreaAlignment,24,,imagetextfoldingfeat,N,"",N,""
7812,GPC0042,media/disclaimerAlign,ST0016,product/overview-section/imagetextfoldingfeat/disclaimerTextAlignment,24,,imagetextfoldingfeat,N,"",N,""
7813,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/ctaType,24,,imagetextfoldingfeat,N,"",N,""
7814,GPC0042,Folding/Folding Arrange Type,ST0016,product/overview-section/imagetextfoldingfeat/arrangeType,24,,imagetextfoldingfeat,N,"",N,""
7815,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/useIconBlock,24,,imagetextfoldingfeat,N,"",N,""
7816,GPC0042,iconBlockStyle/iconComponentVertical,ST0016,product/overview-section/imagetextfoldingfeat/iconBlockVerticalAlign,24,,imagetextfoldingfeat,N,"",N,""
7817,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/iconBlockShape,24,,imagetextfoldingfeat,N,"",N,""
7818,GPC0042,iconBlockStyle/iconBgColor,ST0016,product/overview-section/imagetextfoldingfeat/iconBlockIndicatorColor,24,,imagetextfoldingfeat,N,"",N,""
7819,GPC0042,iconBlockStyle/iconComponentHorizon,ST0016,product/overview-section/imagetextfoldingfeat/iconBlockHorizontalAlign,24,,imagetextfoldingfeat,N,"",N,""
7820,GPC0042,folding/foldingHeadline,ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/jcr:title,24,,imagetextfoldingfeat,Y,item,N,""
7821,GPC0042,folding/foldingBodyCopy,ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/description,24,,imagetextfoldingfeat,Y,item,N,""
7822,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/fontStyleDesktop,24,,imagetextfoldingfeat,Y,item,N,""
7823,GPC0042,folding/foldingDesktopImage_path,ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/imageRef,24,,imagetextfoldingfeat,Y,item,N,""
7824,GPC0042,folding/foldingDesktopImage_alt,ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/imageAltText,24,,imagetextfoldingfeat,Y,item,N,""
7825,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/fontStyleMobile,24,,imagetextfoldingfeat,Y,item,N,""
7826,GPC0042,Folding/foldingType,ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/type,24,,imagetextfoldingfeat,Y,item,N,""
7827,GPC0042,folding/foldingVideoSource,ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/videoSource,24,,imagetextfoldingfeat,Y,item,N,""
7828,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/ctaType,24,,imagetextfoldingfeat,Y,item,N,""
7829,GPC0042,folding/foldingMediaType,ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/mediaTypeItems,24,,imagetextfoldingfeat,Y,item,N,""
7830,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/animationThumbnailAltText,24,,imagetextfoldingfeat,Y,item,N,""
7831,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/animationThumbnailImageRef,24,,imagetextfoldingfeat,Y,item,N,""
7832,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/animationRef,24,,imagetextfoldingfeat,Y,item,N,""
7833,GPC0042,folding/foldingVideoThumbnail_path,ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/videoThumbnailImageRef,24,,imagetextfoldingfeat,Y,item,N,""
7834,GPC0042,folding/foldingVideoID,ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/videoID,24,,imagetextfoldingfeat,Y,item,N,""
7835,GPC0042,folding/foldingVideoThumbnail_alt,ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/videoThumbnailAltText,24,,imagetextfoldingfeat,Y,item,N,""
7836,GPC0042,folding/foldingBtnLabel,ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/ctaItems/item/ctaLabel,24,,imagetextfoldingfeat,Y,item,N,""
7837,GPC0042,folding/foldingBtnLinkTarget,ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/ctaItems/item/ctaTarget,24,,imagetextfoldingfeat,Y,item,N,""
7838,GPC0042,folding/foldingBtnLink,ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/ctaItems/item/ctaUrl,24,,imagetextfoldingfeat,Y,item,N,""
7839,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/ctaItems/item/buttonType,24,,imagetextfoldingfeat,Y,item,N,""
7840,GPC0042,media-0/cta-1/foldingBtnLabel-1,ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/ctaItems/item/ctaLabel,24,,imagetextfoldingfeat,Y,item,N,""
7841,GPC0042,media-0/cta-1/foldingBtnLinkTarget-1,ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/ctaItems/item/ctaTarget,24,,imagetextfoldingfeat,Y,item,N,""
7842,GPC0042,media-0/cta-1/foldingBtnLink-1,ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/ctaItems/item/ctaUrl,24,,imagetextfoldingfeat,Y,item,N,""
7843,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/mediaDescriptionList/item/ctaItems/item/buttonType,24,,imagetextfoldingfeat,Y,item,N,""
7844,GPC0042,cta/btnLabel,ST0016,product/overview-section/imagetextfoldingfeat/ctaList/item/ctaLabel,24,,imagetextfoldingfeat,Y,item,N,""
7845,GPC0042,cta/btnLinkTarget,ST0016,product/overview-section/imagetextfoldingfeat/ctaList/item/ctaTarget,24,,imagetextfoldingfeat,Y,item,N,""
7846,GPC0042,cta/btnLink,ST0016,product/overview-section/imagetextfoldingfeat/ctaList/item/ctaUrl,24,,imagetextfoldingfeat,Y,item,N,""
7847,GPC0042,cta-0/btnType-0,ST0016,product/overview-section/imagetextfoldingfeat/ctaList/item/buttonType,24,,imagetextfoldingfeat,Y,item,N,""
7848,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/eyebrow/sling:resourceType,24,,imagetextfoldingfeat,N,"",N,""
7849,GPC0042,description/eyebrow,ST0016,product/overview-section/imagetextfoldingfeat/eyebrow/text,24,,imagetextfoldingfeat,N,"",N,""
7850,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/eyebrow/textIsRich,24,,imagetextfoldingfeat,N,"",N,""
7851,GPC0042,"",ST0016,product/overview-section/imagetextfoldingfeat/bodycopy/sling:resourceType,24,,imagetextfoldingfeat,N,"",N,""
7852,GPC0042,description/bodyCopy,ST0016,product/overview-section/imagetextfoldingfeat/bodycopy/text,24,,imagetextfoldingfeat,N,"",N,""
