"seq","as_is_comp","as_is_attr","to_be_comp","to_be_attr","excel_order","max_cnt","max_attr","repli_flag","repli_attr","repli_child_flag","repli_child_attr"
6884,"","",COMMON,Page Properties,0,1,"",N,"",N,""
6885,"","",COMMON,path,0,1,"",N,"",N,""
6886,"","",COMMON,pageName,0,1,"",N,"",N,""
6887,"","",COMMON,jcr:title,0,1,"",N,"",N,""
6888,"","",COMMON,productSku,0,1,"",N,"",N,""
6889,"","",COMMON,pwaCachestrategy,0,1,"",N,"",N,""
6890,"","",COMMON,pwaDisplay,0,1,"",N,"",N,""
6891,"","",COMMON,pwaOrientation,0,1,"",N,"",N,""
6892,"","",COMMON,footerDisclaimerXf,0,1,"",N,"",N,""
6893,"","",COMMON,hideGallery,0,1,"",N,"",N,""
6894,"","",COMMON,hideInTheBox,0,1,"",N,"",N,""
6895,GPC0088,"",ST0020,product/overview-section/productspecinfo/sling:resourceType,1,1,"",N,"",N,""
6896,GPC0088,"",ST0020,product/overview-section/productspecinfo/cq:styleIds,1,1,"",N,"",N,""
6897,GPC0088,componentStyle/bgColor,ST0020,product/overview-section/productspecinfo/iconBlockBgColor,1,1,"",N,"",N,""
6898,GPC0088,specBlockContent/layoutType,ST0020,product/overview-section/productspecinfo/iconBlockLayoutType,1,1,"",N,"",N,""
6899,GPC0088,specBlockType/mobileBlockType,ST0020,product/overview-section/productspecinfo/iconBlockMobileType,1,1,"",N,"",N,""
6900,GPC0088,specBlockContent/selectedIconType,ST0020,product/overview-section/productspecinfo/iconBlockContent/item/iconType,1,1,"",Y,item,N,""
6901,GPC0088,specBlockContent/specBlockText,ST0020,product/overview-section/productspecinfo/iconBlockContent/item/iconBlockText,1,1,"",Y,item,N,""
6902,GPC0088,specBlockContent/desktopImage_path,ST0020,product/overview-section/productspecinfo/iconBlockContent/item/iconBlockImageRef,1,1,"",Y,item,N,""
6903,GPC0088,specBlockContent/desktopImage_alt,ST0020,product/overview-section/productspecinfo/iconBlockContent/item/iconBlockImageAltText,1,1,"",Y,item,N,""
6904,GPC0088,"",ST0020,product/overview-section/productspecinfo/icon-eyebrow/sling:resourceType,1,1,"",Y,icon-eyebrow,N,""
6905,GPC0088,"",ST0020,product/overview-section/productspecinfo/icon-eyebrow/type,1,1,"",Y,icon-eyebrow,N,""
6906,GPC0088,"",ST0020,product/overview-section/productspecinfo/icon-eyebrow/linkTarget,1,1,"",Y,icon-eyebrow,N,""
6907,GPC0088,specBlockContent/eyebrow,ST0020,product/overview-section/productspecinfo/icon-eyebrow/jcr:title,1,1,"",Y,icon-eyebrow,N,""
6908,GPC0088,"",ST0020,product/overview-section/productspecinfo/icon-eyebrow/linkUrl,1,1,"",Y,icon-eyebrow,N,""
6909,GPC0088,"",ST0020,product/overview-section/productspecinfo/icon-eyebrow/id,1,1,"",Y,icon-bodycopy,N,""
6910,GPC0088,"",ST0020,product/overview-section/productspecinfo/icon-bodycopy/sling:resourceType,1,1,"",Y,icon-bodycopy,N,""
6911,GPC0088,"",ST0020,product/overview-section/productspecinfo/icon-bodycopy/textIsRich,1,1,"",Y,icon-bodycopy,N,""
6912,GPC0088,specBlockContent/description,ST0020,product/overview-section/productspecinfo/icon-bodycopy/text,1,1,"",Y,icon-bodycopy,N,""
6913,GPC0088,"",ST0020,product/overview-section/productspecinfo/icon-bodycopy/id,1,1,"",Y,icon-bodycopy,N,""
6914,GPC0145,"",ST0053,product/overview-section/award/sling:resourceType,2,10,"",N,"",N,""
6915,GPC0145,"",ST0053,product/overview-section/award/textIsRich,2,10,"",N,"",N,""
6916,GPC0145,componentStyle/margin,ST0053,product/overview-section/award/cq:styleIds,2,10,"",N,"",N,""
6917,GPC0145,"",ST0053,product/overview-section/award/styleType,2,10,"",N,"",N,""
6918,GPC0145,mediaStyle/mediaTextAlign,ST0053,product/overview-section/award/descriptionTextAlign,2,10,"",N,"",N,""
6919,GPC0145,media/image_path,ST0053,product/overview-section/award/awardList/item/iconImageRef,2,10,"",Y,item,N,""
6920,GPC0145,media/image_alt,ST0053,product/overview-section/award/awardList/item/iconImageAltText,2,10,"",Y,item,N,""
6921,GPC0145,media/imageHeadline,ST0053,product/overview-section/award/awardList/item/title,2,10,"",Y,item,N,""
6922,GPC0145,media/headCopy,ST0053,product/overview-section/award/awardList/item/subTitle,2,10,"",Y,item,N,""
6923,GPC0145,media/bodyCopy,ST0053,product/overview-section/award/awardList/item/description,2,10,"",Y,item,N,""
6924,GPC0145,media/linkUrl,ST0053,product/overview-section/award/awardList/item/linkUrl,2,10,"",Y,item,N,""
6925,GPC0145,media/linkName,ST0053,product/overview-section/award/awardList/item/linkName,2,10,"",Y,item,N,""
6926,GPC0145,media/linkValue,ST0053,product/overview-section/award/awardList/item/linkValue,2,10,"",Y,item,N,""
6927,GPC0145,media/linkTarget,ST0053,product/overview-section/award/awardList/item/linkTarget,2,10,"",Y,item,N,""
6928,GPC0055,"",ST0001,product/overview-section/heroimage/sling:resourceType,3,10,heroimage,N,"",N,""
6929,GPC0055,"",ST0001,product/overview-section/heroimage/cq:styleIds,3,10,heroimage,N,"",N,""
6930,GPC0055,layoutType,ST0001,product/overview-section/heroimage/variantType,3,10,heroimage,N,"",N,""
6931,GPC0055,content/useDateFlag,ST0001,product/overview-section/heroimage/scheduleDisplayUsability,3,10,heroimage,N,"",N,""
6932,GPC0055,content/countdownFlag,ST0001,product/overview-section/heroimage/endDateCountDown,3,10,heroimage,N,"",N,""
6933,GPC0055,content/startDate,ST0001,product/overview-section/heroimage/startDate,3,10,heroimage,N,"",N,""
6934,GPC0055,content/endDate,ST0001,product/overview-section/heroimage/endDate,3,10,heroimage,N,"",N,""
6935,GPC0055,"",ST0001,product/overview-section/heroimage/blogDate,3,10,heroimage,N,"",N,""
6936,GPC0055,"",ST0001,product/overview-section/heroimage/hashTag,3,10,heroimage,N,"",N,""
6937,GPC0055,content/mediaType,ST0001,product/overview-section/heroimage/mediaTypeItems,3,10,heroimage,N,"",N,""
6938,GPC0055,content/animationThumbnail_alt,ST0001,product/overview-section/heroimage/animationThumbnailAltText,3,10,heroimage,N,"",N,""
6939,GPC0055,content/animationThumbnail_path,ST0001,product/overview-section/heroimage/animationThumbnailImageRef,3,10,heroimage,N,"",N,""
6940,GPC0055,content/animationThumbnailMobile_path,ST0001,product/overview-section/heroimage/animationThumbnailImageRefMobile,3,10,heroimage,N,"",N,""
6941,GPC0055,content/modelUseFlag,ST0001,product/overview-section/heroimage/animationMobileFlag,3,10,heroimage,N,"",N,""
6942,GPC0055,content/mobileAnimationFile,ST0001,product/overview-section/heroimage/animationRefMobile,3,10,heroimage,N,"",N,""
6943,GPC0055,content/animationFile,ST0001,product/overview-section/heroimage/animationRef,3,10,heroimage,N,"",N,""
6944,GPC0055,content/mobileImage_path,ST0001,product/overview-section/heroimage/imageRefMobile,3,10,heroimage,N,"",N,""
6945,GPC0055,content/desktopImage_path,ST0001,product/overview-section/heroimage/imageRef,3,10,heroimage,N,"",N,""
6946,GPC0055,content/desktopImage_alt,ST0001,product/overview-section/heroimage/imageAltText,3,10,heroimage,N,"",N,""
6947,GPC0055,"",ST0001,product/overview-section/heroimage/videoCtaLabel,3,10,heroimage,N,"",N,""
6948,GPC0055,content/videoThumbnailMobile_path,ST0001,product/overview-section/heroimage/videoThumbnailImageRefMobile,3,10,heroimage,N,"",N,""
6949,GPC0055,content/videoThumbnail_path,ST0001,product/overview-section/heroimage/videoThumbnailImageRef,3,10,heroimage,N,"",N,""
6950,GPC0055,content/videoID,ST0001,product/overview-section/heroimage/videoID,3,10,heroimage,N,"",N,""
6951,GPC0055,content/videoSource,ST0001,product/overview-section/heroimage/videoSource,3,10,heroimage,N,"",N,""
6952,GPC0055,content/videoThumbnail_alt,ST0001,product/overview-section/heroimage/videoThumbnailAltText,3,10,heroimage,N,"",N,""
6953,GPC0055,content/btnType,ST0001,product/overview-section/heroimage/ctaType,3,10,heroimage,N,"",N,""
6954,GPC0055,content/textBlockColor,ST0001,product/overview-section/heroimage/textColor,3,10,heroimage,N,"",N,""
6955,GPC0055,content/textBlockWidth,ST0001,product/overview-section/heroimage/textWidth,3,10,heroimage,N,"",N,""
6956,GPC0055,"",ST0001,product/overview-section/heroimage/textBlockVerticalIconBlockMobileAlign,3,10,heroimage,N,"",N,""
6957,GPC0055,"",ST0001,product/overview-section/heroimage/textBlockVerticalIconBlockAlign,3,10,heroimage,N,"",N,""
6958,GPC0055,content/textBlockVertical,ST0001,product/overview-section/heroimage/textBlockVerticalAlign,3,10,heroimage,N,"",N,""
6959,GPC0055,content/textBlockHorizon,ST0001,product/overview-section/heroimage/textBlockHorizontalAlign,3,10,heroimage,N,"",N,""
6960,GPC0055,iconBlockStyle/iconComponentVertical,ST0001,product/overview-section/heroimage/iconBlockVerticalAlign,3,10,heroimage,N,"",N,""
6961,GPC0055,iconBlockStyle/iconComponentHorizon,ST0001,product/overview-section/heroimage/iconBlockHorizontalAlign,3,10,heroimage,N,"",N,""
6962,GPC0055,"",ST0001,product/overview-section/heroimage/iconBlockShape,3,10,heroimage,N,"",N,""
6963,GPC0055,content/nuggetEyebrow1,ST0001,product/overview-section/heroimage/nuggetTextItems/item0/nuggetEyebrow,3,10,heroimage,N,"",N,""
6964,GPC0055,content/techNugget1,ST0001,product/overview-section/heroimage/nuggetTextItems/item0/nuggetBodycopy,3,10,heroimage,N,"",N,""
6965,GPC0055,content/nuggetEyebrow2,ST0001,product/overview-section/heroimage/nuggetTextItems/item1/nuggetEyebrow,3,10,heroimage,N,"",N,""
6966,GPC0055,content/techNugget2,ST0001,product/overview-section/heroimage/nuggetTextItems/item1/nuggetBodycopy,3,10,heroimage,N,"",N,""
6967,GPC0055,content/nuggetEyebrow3,ST0001,product/overview-section/heroimage/nuggetTextItems/item2/nuggetEyebrow,3,10,heroimage,N,"",N,""
6968,GPC0055,content/techNugget3,ST0001,product/overview-section/heroimage/nuggetTextItems/item2/nuggetBodycopy,3,10,heroimage,N,"",N,""
6969,GPC0055,content/firstBtnLink,ST0001,product/overview-section/heroimage/ctaList/item0/ctaUrl,3,10,heroimage,N,"",N,""
6970,GPC0055,content/firstBtnLabel,ST0001,product/overview-section/heroimage/ctaList/item0/ctaLabel,3,10,heroimage,N,"",N,""
6971,GPC0055,content/firstBtnLinkTarget,ST0001,product/overview-section/heroimage/ctaList/item0/ctaTarget,3,10,heroimage,N,"",N,""
6972,GPC0055,"",ST0001,product/overview-section/heroimage/ctaList/item0/buttonType,3,10,heroimage,N,"",N,""
6973,GPC0055,content/secondBtnLink,ST0001,product/overview-section/heroimage/ctaList/item1/ctaUrl,3,10,heroimage,N,"",N,""
6974,GPC0055,content/secondBtnLabel,ST0001,product/overview-section/heroimage/ctaList/item1/ctaLabel,3,10,heroimage,N,"",N,""
6975,GPC0055,content/secondBtnLinkTarget,ST0001,product/overview-section/heroimage/ctaList/item1/ctaTarget,3,10,heroimage,N,"",N,""
6976,GPC0055,"",ST0001,product/overview-section/heroimage/ctaList/item1/buttonType,3,10,heroimage,N,"",N,""
6977,GPC0055,"",ST0001,product/overview-section/heroimage/headline/sling:resourceType,3,10,heroimage,N,"",N,""
6978,GPC0055,content/textBlockheadingTag,ST0001,product/overview-section/heroimage/headline/type,3,10,heroimage,N,"",N,""
6979,GPC0055,"",ST0001,product/overview-section/heroimage/headline/linkTarget,3,10,heroimage,N,"",N,""
6980,GPC0055,content/textBlockHeadline,ST0001,product/overview-section/heroimage/headline/jcr:title,3,10,heroimage,N,"",N,""
6981,GPC0055,"",ST0001,product/overview-section/heroimage/headline/linkUrl,3,10,heroimage,N,"",N,""
6982,GPC0055,"",ST0001,product/overview-section/heroimage/headline/id,3,10,heroimage,N,"",N,""
6983,GPC0055,"",ST0001,product/overview-section/heroimage/bodycopy/sling:resourceType,3,10,heroimage,N,"",N,""
6984,GPC0055,"",ST0001,product/overview-section/heroimage/bodycopy/textIsRich,3,10,heroimage,N,"",N,""
6985,GPC0055,content/textBlockBodyCopy,ST0001,product/overview-section/heroimage/bodycopy/text,3,10,heroimage,N,"",N,""
6986,GPC0055,"",ST0001,product/overview-section/heroimage/bodycopy/id,3,10,heroimage,N,"",N,""
6987,GPC0055,"",ST0001,product/overview-section/heroimage/eyebrow/sling:resourceType,3,10,heroimage,N,"",N,""
6988,GPC0055,"",ST0001,product/overview-section/heroimage/eyebrow/textIsRich,3,10,heroimage,N,"",N,""
6989,GPC0055,content/eyebrow,ST0001,product/overview-section/heroimage/eyebrow/text,3,10,heroimage,N,"",N,""
6990,GPC0055,"",ST0001,product/overview-section/heroimage/eyebrow/id,3,10,heroimage,N,"",N,""
6991,GPC0051,"",ST0001,product/overview-section/heroimage/sling:resourceType,4,10,heroimage,N,"",N,""
6992,GPC0051,"",ST0001,product/overview-section/heroimage/cq:styleIds,4,10,heroimage,N,"",N,""
6993,GPC0051,"",ST0001,product/overview-section/heroimage/variantType,4,10,heroimage,N,"",N,""
6994,GPC0051,useDateFlag,ST0001,product/overview-section/heroimage/scheduleDisplayUsability,4,10,heroimage,N,"",N,""
6995,GPC0051,"",ST0001,product/overview-section/heroimage/endDateCountDown,4,10,heroimage,N,"",N,""
6996,GPC0051,date/common_date1,ST0001,product/overview-section/heroimage/startDate,4,10,heroimage,N,"",N,""
6997,GPC0051,date/common_date2,ST0001,product/overview-section/heroimage/endDate,4,10,heroimage,N,"",N,""
6998,GPC0051,"",ST0001,product/overview-section/heroimage/blogDate,4,10,heroimage,N,"",N,""
6999,GPC0051,"",ST0001,product/overview-section/heroimage/hashTag,4,10,heroimage,N,"",N,""
7000,GPC0051,media/mediaType,ST0001,product/overview-section/heroimage/mediaTypeItems,4,10,heroimage,N,"",N,""
7001,GPC0051,"",ST0001,product/overview-section/heroimage/animationThumbnailAltText,4,10,heroimage,N,"",N,""
7002,GPC0051,"",ST0001,product/overview-section/heroimage/animationThumbnailImageRef,4,10,heroimage,N,"",N,""
7003,GPC0051,"",ST0001,product/overview-section/heroimage/animationThumbnailImageRefMobile,4,10,heroimage,N,"",N,""
7004,GPC0051,"",ST0001,product/overview-section/heroimage/animationMobileFlag,4,10,heroimage,N,"",N,""
7005,GPC0051,"",ST0001,product/overview-section/heroimage/animationRefMobile,4,10,heroimage,N,"",N,""
7006,GPC0051,"",ST0001,product/overview-section/heroimage/animationRef,4,10,heroimage,N,"",N,""
7007,GPC0051,"",ST0001,product/overview-section/heroimage/imageRefMobile,4,10,heroimage,N,"",N,""
7008,GPC0051,media/desktopImage_path,ST0001,product/overview-section/heroimage/imageRef,4,10,heroimage,N,"",N,""
7009,GPC0051,media/desktopImage_alt,ST0001,product/overview-section/heroimage/imageAltText,4,10,heroimage,N,"",N,""
7010,GPC0051,"",ST0001,product/overview-section/heroimage/videoCtaLabel,4,10,heroimage,N,"",N,""
7011,GPC0051,"",ST0001,product/overview-section/heroimage/videoThumbnailImageRefMobile,4,10,heroimage,N,"",N,""
7012,GPC0051,media/videoThumbnail_path,ST0001,product/overview-section/heroimage/videoThumbnailImageRef,4,10,heroimage,N,"",N,""
7013,GPC0051,media/videoID,ST0001,product/overview-section/heroimage/videoID,4,10,heroimage,N,"",N,""
7014,GPC0051,media/videoSource,ST0001,product/overview-section/heroimage/videoSource,4,10,heroimage,N,"",N,""
7015,GPC0051,media/videoThumbnail_alt,ST0001,product/overview-section/heroimage/videoThumbnailAltText,4,10,heroimage,N,"",N,""
7016,GPC0051,media/mediaBtnType,ST0001,product/overview-section/heroimage/ctaType,4,10,heroimage,N,"",N,""
7017,GPC0051,"",ST0001,product/overview-section/heroimage/textColor,4,10,heroimage,N,"",N,""
7018,GPC0051,"",ST0001,product/overview-section/heroimage/textWidth,4,10,heroimage,N,"",N,""
7019,GPC0051,"",ST0001,product/overview-section/heroimage/textBlockVerticalIconBlockMobileAlign,4,10,heroimage,N,"",N,""
7020,GPC0051,"",ST0001,product/overview-section/heroimage/textBlockVerticalIconBlockAlign,4,10,heroimage,N,"",N,""
7021,GPC0051,"",ST0001,product/overview-section/heroimage/textBlockVerticalAlign,4,10,heroimage,N,"",N,""
7022,GPC0051,"",ST0001,product/overview-section/heroimage/textBlockHorizontalAlign,4,10,heroimage,N,"",N,""
7023,GPC0051,"",ST0001,product/overview-section/heroimage/iconBlockVerticalAlign,4,10,heroimage,N,"",N,""
7024,GPC0051,"",ST0001,product/overview-section/heroimage/iconBlockHorizontalAlign,4,10,heroimage,N,"",N,""
7025,GPC0051,"",ST0001,product/overview-section/heroimage/iconBlockShape,4,10,heroimage,N,"",N,""
7026,GPC0051,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item0/nuggetEyebrow,4,10,heroimage,N,"",N,""
7027,GPC0051,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item0/nuggetBodycopy,4,10,heroimage,N,"",N,""
7028,GPC0051,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item1/nuggetEyebrow,4,10,heroimage,N,"",N,""
7029,GPC0051,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item1/nuggetBodycopy,4,10,heroimage,N,"",N,""
7030,GPC0051,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item2/nuggetEyebrow,4,10,heroimage,N,"",N,""
7031,GPC0051,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item2/nuggetBodycopy,4,10,heroimage,N,"",N,""
7032,GPC0051,media/firstBtnLink,ST0001,product/overview-section/heroimage/ctaList/item0/ctaUrl,4,10,heroimage,N,"",N,""
7033,GPC0051,media/firstBtnLabel,ST0001,product/overview-section/heroimage/ctaList/item0/ctaLabel,4,10,heroimage,N,"",N,""
7034,GPC0051,media/firstBtnLinkTarget,ST0001,product/overview-section/heroimage/ctaList/item0/ctaTarget,4,10,heroimage,N,"",N,""
7035,GPC0051,"",ST0001,product/overview-section/heroimage/ctaList/item0/buttonType,4,10,heroimage,N,"",N,""
7036,GPC0051,media/secondBtnLink,ST0001,product/overview-section/heroimage/ctaList/item1/ctaUrl,4,10,heroimage,N,"",N,""
7037,GPC0051,media/secondBtnLabel,ST0001,product/overview-section/heroimage/ctaList/item1/ctaLabel,4,10,heroimage,N,"",N,""
7038,GPC0051,media/secondBtnLinkTarget,ST0001,product/overview-section/heroimage/ctaList/item1/ctaTarget,4,10,heroimage,N,"",N,""
7039,GPC0051,"",ST0001,product/overview-section/heroimage/ctaList/item1/buttonType,4,10,heroimage,N,"",N,""
7040,GPC0051,"",ST0001,product/overview-section/heroimage/headline/sling:resourceType,4,10,heroimage,N,"",N,""
7041,GPC0051,media/headingTag,ST0001,product/overview-section/heroimage/headline/type,4,10,heroimage,N,"",N,""
7042,GPC0051,"",ST0001,product/overview-section/heroimage/headline/linkTarget,4,10,heroimage,N,"",N,""
7043,GPC0051,media/headline,ST0001,product/overview-section/heroimage/headline/jcr:title,4,10,heroimage,N,"",N,""
7044,GPC0051,"",ST0001,product/overview-section/heroimage/headline/linkUrl,4,10,heroimage,N,"",N,""
7045,GPC0051,"",ST0001,product/overview-section/heroimage/headline/id,4,10,heroimage,N,"",N,""
7046,GPC0051,"",ST0001,product/overview-section/heroimage/bodycopy/sling:resourceType,4,10,heroimage,N,"",N,""
7047,GPC0051,"",ST0001,product/overview-section/heroimage/bodycopy/textIsRich,4,10,heroimage,N,"",N,""
7048,GPC0051,media/bodyCopy,ST0001,product/overview-section/heroimage/bodycopy/text,4,10,heroimage,N,"",N,""
7049,GPC0051,"",ST0001,product/overview-section/heroimage/bodycopy/id,4,10,heroimage,N,"",N,""
7050,GPC0051,"",ST0001,product/overview-section/heroimage/eyebrow/sling:resourceType,4,10,heroimage,N,"",N,""
7051,GPC0051,"",ST0001,product/overview-section/heroimage/eyebrow/textIsRich,4,10,heroimage,N,"",N,""
7052,GPC0051,"",ST0001,product/overview-section/heroimage/eyebrow/text,4,10,heroimage,N,"",N,""
7053,GPC0051,"",ST0001,product/overview-section/heroimage/eyebrow/id,4,10,heroimage,N,"",N,""
7054,GPC0068,"",ST0001,product/overview-section/heroimage/sling:resourceType,5,10,heroimage,N,"",N,""
7055,GPC0068,"",ST0001,product/overview-section/heroimage/cq:styleIds,5,10,heroimage,N,"",N,""
7056,GPC0068,"",ST0001,product/overview-section/heroimage/variantType,5,10,heroimage,N,"",N,""
7057,GPC0068,"",ST0001,product/overview-section/heroimage/scheduleDisplayUsability,5,10,heroimage,N,"",N,""
7058,GPC0068,"",ST0001,product/overview-section/heroimage/endDateCountDown,5,10,heroimage,N,"",N,""
7059,GPC0068,"",ST0001,product/overview-section/heroimage/startDate,5,10,heroimage,N,"",N,""
7060,GPC0068,"",ST0001,product/overview-section/heroimage/endDate,5,10,heroimage,N,"",N,""
7061,GPC0068,"",ST0001,product/overview-section/heroimage/blogDate,5,10,heroimage,N,"",N,""
7062,GPC0068,"",ST0001,product/overview-section/heroimage/hashTag,5,10,heroimage,N,"",N,""
7063,GPC0068,media/mediaType,ST0001,product/overview-section/heroimage/mediaTypeItems,5,10,heroimage,N,"",N,""
7064,GPC0068,media/animationThumbnail_alt,ST0001,product/overview-section/heroimage/animationThumbnailAltText,5,10,heroimage,N,"",N,""
7065,GPC0068,media/animationThumbnail_path,ST0001,product/overview-section/heroimage/animationThumbnailImageRef,5,10,heroimage,N,"",N,""
7066,GPC0068,media/animationThumbnailMobile_path,ST0001,product/overview-section/heroimage/animationThumbnailImageRefMobile,5,10,heroimage,N,"",N,""
7067,GPC0068,media/mobileFileUseFlag,ST0001,product/overview-section/heroimage/animationMobileFlag,5,10,heroimage,N,"",N,""
7068,GPC0068,media/mobileAnimationFile,ST0001,product/overview-section/heroimage/animationRefMobile,5,10,heroimage,N,"",N,""
7069,GPC0068,media/animationFile,ST0001,product/overview-section/heroimage/animationRef,5,10,heroimage,N,"",N,""
7070,GPC0068,media/mobileImage_alt,ST0001,product/overview-section/heroimage/imageRefMobile,5,10,heroimage,N,"",N,""
7071,GPC0068,media/desktopImage_path,ST0001,product/overview-section/heroimage/imageRef,5,10,heroimage,N,"",N,""
7072,GPC0068,media/desktopImage_alt,ST0001,product/overview-section/heroimage/imageAltText,5,10,heroimage,N,"",N,""
7073,GPC0068,"",ST0001,product/overview-section/heroimage/videoCtaLabel,5,10,heroimage,N,"",N,""
7074,GPC0068,media/videoThumbnailMobile_path,ST0001,product/overview-section/heroimage/videoThumbnailImageRefMobile,5,10,heroimage,N,"",N,""
7075,GPC0068,media/videoThumbnail_path,ST0001,product/overview-section/heroimage/videoThumbnailImageRef,5,10,heroimage,N,"",N,""
7076,GPC0068,media/videoID,ST0001,product/overview-section/heroimage/videoID,5,10,heroimage,N,"",N,""
7077,GPC0068,media/videoSource,ST0001,product/overview-section/heroimage/videoSource,5,10,heroimage,N,"",N,""
7078,GPC0068,media/videoThumbnail_alt,ST0001,product/overview-section/heroimage/videoThumbnailAltText,5,10,heroimage,N,"",N,""
7079,GPC0068,"",ST0001,product/overview-section/heroimage/ctaType,5,10,heroimage,N,"",N,""
7080,GPC0068,"",ST0001,product/overview-section/heroimage/textColor,5,10,heroimage,N,"",N,""
7081,GPC0068,"",ST0001,product/overview-section/heroimage/textWidth,5,10,heroimage,N,"",N,""
7082,GPC0068,"",ST0001,product/overview-section/heroimage/textBlockVerticalIconBlockMobileAlign,5,10,heroimage,N,"",N,""
7083,GPC0068,"",ST0001,product/overview-section/heroimage/textBlockVerticalIconBlockAlign,5,10,heroimage,N,"",N,""
7084,GPC0068,"",ST0001,product/overview-section/heroimage/textBlockVerticalAlign,5,10,heroimage,N,"",N,""
7085,GPC0068,"",ST0001,product/overview-section/heroimage/textBlockHorizontalAlign,5,10,heroimage,N,"",N,""
7086,GPC0068,"",ST0001,product/overview-section/heroimage/iconBlockVerticalAlign,5,10,heroimage,N,"",N,""
7087,GPC0068,"",ST0001,product/overview-section/heroimage/iconBlockHorizontalAlign,5,10,heroimage,N,"",N,""
7088,GPC0068,"",ST0001,product/overview-section/heroimage/iconBlockShape,5,10,heroimage,N,"",N,""
7089,GPC0068,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item0/nuggetEyebrow,5,10,heroimage,N,"",N,""
7090,GPC0068,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item0/nuggetBodycopy,5,10,heroimage,N,"",N,""
7091,GPC0068,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item1/nuggetEyebrow,5,10,heroimage,N,"",N,""
7092,GPC0068,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item1/nuggetBodycopy,5,10,heroimage,N,"",N,""
7093,GPC0068,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item2/nuggetEyebrow,5,10,heroimage,N,"",N,""
7094,GPC0068,"",ST0001,product/overview-section/heroimage/nuggetTextItems/item2/nuggetBodycopy,5,10,heroimage,N,"",N,""
7095,GPC0068,"",ST0001,product/overview-section/heroimage/ctaList/item0/ctaUrl,5,10,heroimage,N,"",N,""
7096,GPC0068,"",ST0001,product/overview-section/heroimage/ctaList/item0/ctaLabel,5,10,heroimage,N,"",N,""
7097,GPC0068,"",ST0001,product/overview-section/heroimage/ctaList/item0/ctaTarget,5,10,heroimage,N,"",N,""
7098,GPC0068,"",ST0001,product/overview-section/heroimage/ctaList/item0/buttonType,5,10,heroimage,N,"",N,""
7099,GPC0068,"",ST0001,product/overview-section/heroimage/ctaList/item1/ctaUrl,5,10,heroimage,N,"",N,""
7100,GPC0068,"",ST0001,product/overview-section/heroimage/ctaList/item1/ctaLabel,5,10,heroimage,N,"",N,""
7101,GPC0068,"",ST0001,product/overview-section/heroimage/ctaList/item1/ctaTarget,5,10,heroimage,N,"",N,""
7102,GPC0068,"",ST0001,product/overview-section/heroimage/ctaList/item1/buttonType,5,10,heroimage,N,"",N,""
7103,GPC0068,"",ST0001,product/overview-section/heroimage/headline/sling:resourceType,5,10,heroimage,N,"",N,""
7104,GPC0068,media/headingTag,ST0001,product/overview-section/heroimage/headline/type,5,10,heroimage,N,"",N,""
7105,GPC0068,"",ST0001,product/overview-section/heroimage/headline/linkTarget,5,10,heroimage,N,"",N,""
7106,GPC0068,media/headline,ST0001,product/overview-section/heroimage/headline/jcr:title,5,10,heroimage,N,"",N,""
7107,GPC0068,"",ST0001,product/overview-section/heroimage/headline/linkUrl,5,10,heroimage,N,"",N,""
7108,GPC0068,"",ST0001,product/overview-section/heroimage/headline/id,5,10,heroimage,N,"",N,""
7109,GPC0068,"",ST0001,product/overview-section/heroimage/bodycopy/sling:resourceType,5,10,heroimage,N,"",N,""
7110,GPC0068,"",ST0001,product/overview-section/heroimage/bodycopy/textIsRich,5,10,heroimage,N,"",N,""
7111,GPC0068,media/bodyCopy,ST0001,product/overview-section/heroimage/bodycopy/text,5,10,heroimage,N,"",N,""
7112,GPC0068,"",ST0001,product/overview-section/heroimage/bodycopy/id,5,10,heroimage,N,"",N,""
7113,GPC0068,"",ST0001,product/overview-section/heroimage/eyebrow/sling:resourceType,5,10,heroimage,N,"",N,""
7114,GPC0068,"",ST0001,product/overview-section/heroimage/eyebrow/textIsRich,5,10,heroimage,N,"",N,""
7115,GPC0068,"",ST0001,product/overview-section/heroimage/eyebrow/text,5,10,heroimage,N,"",N,""
7116,GPC0068,"",ST0001,product/overview-section/heroimage/eyebrow/id,5,10,heroimage,N,"",N,""
7117,GPC0078,"",ST0001,product/overview-section/heroimage/sling:resourceType,6,10,heroimage,N,"",N,""
7118,GPC0078,"",ST0001,product/overview-section/heroimage/cq:styleIds,6,10,heroimage,N,"",N,""
7119,GPC0078,"",ST0001,product/overview-section/heroimage/variantType,6,10,heroimage,N,"",N,""
7120,GPC0078,content/useDateFlag,ST0001,product/overview-section/heroimage/scheduleDisplayUsability,6,10,heroimage,N,"",N,""
7121,GPC0078,content/countdownFlag,ST0001,product/overview-section/heroimage/endDateCountDown,6,10,heroimage,N,"",N,""
