"locale_code","model_id","rep_order_no","sku","sales_model_code","model_name","small_image_addr","r_small_image_addr","small_image_replace_use","md_add","large_image_addr","r_large_image_addr","large_image_replace_use","md_add2","zoom_image_addr","r_zoom_image_addr","zoom_image_replace_use","md_add3","zoom_mobile_image_addr","r_zoom_mobile_image_addr","zoom_mobile_image_replace_use","md_add4"
UK,MD07578972,1,"24BP75CP-B_AEK_EEUK_UK_C",,,/uk/images/monitors/md07578972/gallery/S-1.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/S-1.jpg,N,N,/uk/images/monitors/md07578972/gallery/D-1.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/D-1.jpg,N,N,/uk/images/monitors/md07578972/gallery/DZ-1.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/DZ-1.jpg,N,N,/uk/images/monitors/md07578972/gallery/MZ-1.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/MZ-1.jpg,N,N
UK,MD07578972,2,"24BP75CP-B_AEK_EEUK_UK_C",,,/uk/images/monitors/md07578972/gallery/S-2.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/S-2.jpg,N,N,/uk/images/monitors/md07578972/gallery/D-2.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/D-2.jpg,N,N,/uk/images/monitors/md07578972/gallery/DZ-2.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/DZ-2.jpg,N,N,/uk/images/monitors/md07578972/gallery/MZ-2.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/MZ-2.jpg,N,N
UK,MD07578972,3,"24BP75CP-B_AEK_EEUK_UK_C",,,/uk/images/monitors/md07578972/gallery/S-3.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/S-3.jpg,N,N,/uk/images/monitors/md07578972/gallery/D-3.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/D-3.jpg,N,N,/uk/images/monitors/md07578972/gallery/DZ-3.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/DZ-3.jpg,N,N,/uk/images/monitors/md07578972/gallery/MZ-3.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/MZ-3.jpg,N,N
UK,MD07578972,4,"24BP75CP-B_AEK_EEUK_UK_C",,,/uk/images/monitors/md07578972/gallery/S-4.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/S-4.jpg,N,N,/uk/images/monitors/md07578972/gallery/D-4.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/D-4.jpg,N,N,/uk/images/monitors/md07578972/gallery/DZ-4.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/DZ-4.jpg,N,N,/uk/images/monitors/md07578972/gallery/MZ-4.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/MZ-4.jpg,N,N
UK,MD07578972,5,"24BP75CP-B_AEK_EEUK_UK_C",,,/uk/images/monitors/md07578972/gallery/S-5.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/S-5.jpg,N,N,/uk/images/monitors/md07578972/gallery/D-5.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/D-5.jpg,N,N,/uk/images/monitors/md07578972/gallery/DZ-5.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/DZ-5.jpg,N,N,/uk/images/monitors/md07578972/gallery/MZ-5.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/MZ-5.jpg,N,N
UK,MD07578972,6,"24BP75CP-B_AEK_EEUK_UK_C",,,/uk/images/monitors/md07578972/gallery/S-6.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/S-6.jpg,N,N,/uk/images/monitors/md07578972/gallery/D-6.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/D-6.jpg,N,N,/uk/images/monitors/md07578972/gallery/DZ-6.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/DZ-6.jpg,N,N,/uk/images/monitors/md07578972/gallery/MZ-6.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/MZ-6.jpg,N,N
UK,MD07578972,7,"24BP75CP-B_AEK_EEUK_UK_C",,,/uk/images/monitors/md07578972/gallery/S-7.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/S-7.jpg,N,N,/uk/images/monitors/md07578972/gallery/D-7.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/D-7.jpg,N,N,/uk/images/monitors/md07578972/gallery/DZ-7.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/DZ-7.jpg,N,N,/uk/images/monitors/md07578972/gallery/MZ-7.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/MZ-7.jpg,N,N
UK,MD07578972,8,"24BP75CP-B_AEK_EEUK_UK_C",,,/uk/images/monitors/md07578972/gallery/S-8.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/S-8.jpg,N,N,/uk/images/monitors/md07578972/gallery/D-8.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/D-8.jpg,N,N,/uk/images/monitors/md07578972/gallery/DZ-8.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/DZ-8.jpg,N,N,/uk/images/monitors/md07578972/gallery/MZ-8.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/MZ-8.jpg,N,N
UK,MD07578972,9,"24BP75CP-B_AEK_EEUK_UK_C",,,/uk/images/monitors/md07578972/gallery/S-9.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/S-9.jpg,N,N,/uk/images/monitors/md07578972/gallery/D-9.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/D-9.jpg,N,N,/uk/images/monitors/md07578972/gallery/DZ-9.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/DZ-9.jpg,N,N,/uk/images/monitors/md07578972/gallery/MZ-9.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/MZ-9.jpg,N,N
UK,MD07578972,10,"24BP75CP-B_AEK_EEUK_UK_C",,,/uk/images/monitors/md07578972/gallery/S-10.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/S-10.jpg,N,N,/uk/images/monitors/md07578972/gallery/D-10.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/D-10.jpg,N,N,/uk/images/monitors/md07578972/gallery/DZ-10.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/DZ-10.jpg,N,N,/uk/images/monitors/md07578972/gallery/MZ-10.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/MZ-10.jpg,N,N
UK,MD07578972,11,"24BP75CP-B_AEK_EEUK_UK_C",,,/uk/images/monitors/md07578972/gallery/S-11.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/S-11.jpg,N,N,/uk/images/monitors/md07578972/gallery/D-11.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/D-11.jpg,N,N,/uk/images/monitors/md07578972/gallery/DZ-11.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/DZ-11.jpg,N,N,/uk/images/monitors/md07578972/gallery/MZ-11.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/MZ-11.jpg,N,N
UK,MD07578972,12,"24BP75CP-B_AEK_EEUK_UK_C",,,/uk/images/monitors/md07578972/gallery/S-12.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/S-12.jpg,N,N,/uk/images/monitors/md07578972/gallery/D-12.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/D-12.jpg,N,N,/uk/images/monitors/md07578972/gallery/DZ-12.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/DZ-12.jpg,N,N,/uk/images/monitors/md07578972/gallery/MZ-12.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/MZ-12.jpg,N,N
UK,MD07578972,13,"24BP75CP-B_AEK_EEUK_UK_C",,,/uk/images/monitors/md07578972/gallery/S-13.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/S-13.jpg,N,N,/uk/images/monitors/md07578972/gallery/D-13.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/D-13.jpg,N,N,/uk/images/monitors/md07578972/gallery/DZ-13.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/DZ-13.jpg,N,N,/uk/images/monitors/md07578972/gallery/MZ-13.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/MZ-13.jpg,N,N
UK,MD07578972,14,"24BP75CP-B_AEK_EEUK_UK_C",,,/uk/images/monitors/md07578972/gallery/S-14.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/S-14.jpg,N,N,/uk/images/monitors/md07578972/gallery/D-14.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/D-14.jpg,N,N,/uk/images/monitors/md07578972/gallery/DZ-14.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/DZ-14.jpg,N,N,/uk/images/monitors/md07578972/gallery/MZ-14.jpg,/uk/images/monitors/24BP75CP-B_AEK_EEUK_UK_C/gallery/MZ-14.jpg,N,N
