"model_id","original_model_id","sku","model_status_code","locale","page_name","locale_code"
MD07517577,"","50NANO796NE.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07517579,"",BU50NST.AEK.EEUK.UK.C,ACTIVE,UK,"",
MD07517580,"",GMX945MC9F.AMCQLGU.EEUK.UK.C,ACTIVE,UK,"",
MD07517613,"","55UN70006LA.AEKQ.EEUK.UK.C",DISCONTINUED,UK,"",
MD07517684,"","65NANO796NE.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07517725,"","55US762H0ZC.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07517819,"","43UN70006LA.AEKQ.EEUK.UK.C",DISCONTINUED,UK,"",
MD07517828,"","65UN70006LA.AEKQ.EEUK.UK.C",DISCONTINUED,UK,"",
MD07517831,"","50UN70006LA.AEKQ.EEUK.UK.C",DISCONTINUED,UK,"",
MD07517836,"","65WS960H0ZD.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07517842,"","70UN70706LB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07517846,"","55WS960H0ZD.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07517851,"","75UN70706LD.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07518466,"","22MK400H-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07518474,"","24MK400H-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07518476,"","27MK400H-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07518478,"","22MN430M-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07518480,"","22MK600M-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07518485,"","24MK430H-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07518488,"","24MK600M-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07518581,"","24MP88HV-S.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07518585,"","27MK430H-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07518589,"","27MK600M-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07518590,"","32MN500M-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07518654,"",HBS-FN7.ABSWBK.EEUK.UK.C,SUSPENDED,UK,"",
MD07518813,"","32ML600M-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07518815,"","24BK550Y-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07518821,"","27BK550Y-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07518822,"","27QN600-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07518840,"","27QN880-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07518858,"","32QK500-C.AEKQ.EEUK.UK.B",ACTIVE,UK,"",
MD07518860,"","32QN600-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07518864,"","24MD4KL-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07518865,"","27MD5KL-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07518866,"","24UD58-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07518867,"","27UL550-W.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07518869,"","27UL600-W.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07518953,"","49UM3DG-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07518956,"","55UH5F-H.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07518961,"","27UL650-W.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07518962,"",LSAA012-SX.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD07519003,"","27UL850-W.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07519004,"","32UK550-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07519166,"","32UN880-B.AEK.EEUK.UK.B",SUSPENDED,UK,"",
MD07519168,"","43UN700-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07519172,"","29WN600-W.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07519347,"","34WL500-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07519395,"","34WN650-W.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07519397,"","34WN750-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07519414,"","34WL850-W.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07519444,"",LSCB018-GK.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD07519450,"","48ES961H0ZD.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07519819,"","34WN80C-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07519827,"","35WN65C-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07519923,"","35WN75C-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07519933,"","38WN75C-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07519939,"","38WN95C-W.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07519952,"","31HN713D-BA.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07520017,"","49WL95C-W.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07520188,"","50US662H0ZC.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07520212,"","49UH5F-H.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07520222,"","27GN800-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07520253,"","32GN600-B.BEK.EEUK.UK.C",ACTIVE,UK,"",
MD07520258,"","34WP65G-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07520262,"","43UH5F-H.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07520291,"","27GN600-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07520320,"","65UH5F-H.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07520325,"","75UH5F-H.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07520332,"","86UH5F-H.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07520343,"","49WL95C-WE.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07520584,"",STB-6500.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD07520640,"","29WP60G-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07520653,"","24BL650C-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07520654,"","27BL650C-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07520697,"","27GL63T-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521312,"","43US662H0ZC.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07521317,"","24GN600-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521319,"","75US760H0ZD.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07521321,"","32GN550-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521322,"","32UN650-W.BEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521329,"","32GN500-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521362,"",BF50NST.AEK.EEUK.UK.C,ACTIVE,UK,"",
MD07521365,"","34WN780-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521438,"","17Z90P-K.AA32A1.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521448,"","17Z90P-K.AA72A1.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521450,"","14Z90P-K.AA75A1.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521455,"","17Z90P-K.AA78A1.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521456,"","16Z90P-K.AA55A1.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521457,"","16T90P-K.AA75A1.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521459,"","17Z90P-K.AA75A1.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521460,"","16Z90P-K.AA32A1.EEUK.UK.C",SUSPENDED,UK,"",
MD07521472,"","14T90P-K.AA74A1.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521478,"","14Z90P-K.AA53A1.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521484,"","16Z90P-K.AA72A1.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521487,"","14Z90P-K.AA74A1.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521490,"","16Z90P-K.AA78A1.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521499,"","17Z90P-K.AA55A1.EEUK.UK.C",DISCONTINUED,UK,"",
MD07521612,"",BF50NST.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD07521880,"",PH510PG.AEK.EEUK.UK.C,ACTIVE,UK,"",
MD07521961,"","16Z90P-K.AA75A1.EEUK.UK.C",DISCONTINUED,UK,"",
MD07522373,"",HBS-FN6.ABSWBK.EEUK.UK.C,SUSPENDED,UK,"",
MD07522391,"",HBS-FN6.ABSWWH.EEUK.UK.C,SUSPENDED,UK,"",
MD07522706,"",OLED83C14LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522707,"",OLED77G16LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522708,"",OLED77B16LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522714,"",OLED55B16LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522715,"",OLED65G16LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522716,"",OLED65B16LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522717,"",OLED55G16LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522729,"",OLED77C16LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522731,"",OLED48C16LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522735,"",OLED55C16LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522737,"",OLED65C16LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522764,"","27MP500-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07522765,"",OLED55C14LB.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522767,"",OLED65C14LB.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522771,"",OLED48C14LB.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522772,"",OLED55C15LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522773,"",OLED48C15LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522774,"","27UP850-W.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07522775,"",OLED65C15LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522776,"",OLED77C15LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522781,"",OLED77C14LB.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07522824,"",HBS-FN5U.ABSWBK.EEUK.UK.C,SUSPENDED,UK,"",
MD07523532,"",OLED77Z19LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07523609,"",HU810PW.AEK.EEUK.UK.C,ACTIVE,UK,"",
MD07523665,"",OLED88Z19LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07523701,"","55NANO756PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07523711,"","55NANO806PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07523713,"","50NANO756PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07523721,"","43NANO756PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07523722,"","65NANO806PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07523724,"","65NANO756PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07523725,"","75NANO806PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07523728,"","75NANO756PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07523729,"","50NANO806PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524239,"","75NANO886PB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524243,"","65NANO886PB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524245,"","55NANO886PB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524248,"","86NANO756PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524249,"","50NANO886PB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524255,"","86NANO866PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524258,"","75NANO866PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524259,"","75NANO816PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524272,"","65NANO866PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524289,"","65NANO816PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524308,"","55NANO816PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524311,"","50NANO816PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524319,"","50NANO866PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524328,"","55NANO866PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524330,"","55NANO966PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524336,"","86NANO916PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524345,"","75NANO916PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524348,"","65NANO916PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524350,"","55NANO916PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524352,"","65NANO966PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07524361,"","75NANO966PA.AEK.EEUK.UK.C",SUSPENDED,UK,"",
MD07524953,"",.UK.C,SUSPENDED,UK,"",
MD07525133,"","24QP550-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07525304,"",AP-G1DV65.AEU.EEUK.UK.C,DISCONTINUED,UK,"",
MD07525649,"",LAS012DB9-F.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD07525661,"","34WP500-B.AEK.EEUK.UK.C",ACTIVE,UK,"",
MD07525713,"",AU810PW.AEK.EEUK.UK.C,ACTIVE,UK,"",
MD07525743,"","55EJ5G-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07525794,"",BU60PST.AEK.EEUK.UK.C,ACTIVE,UK,"",
MD07525947,"",SP11RA.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07525972,"","27GP950-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07525979,"","27MP60G-B.AEK.EEUK.UK.C",ACTIVE,UK,"",
MD07525998,"","32MP60G-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526268,"","24BK550Y-I.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526335,"","65UP77006LB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526353,"",GBB61DSJZN.ADSQLGU.EEUK.UK.C,DISCONTINUED,UK,"",
MD07526379,"","82UP80006LA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526381,"","43UP77006LB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526382,"","50UP77006LB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526383,"","55UP77006LB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526384,"","70UP77006LB.AEK.EEUK.UK.C",SUSPENDED,UK,"",
MD07526394,"","75UP77006LB.AEK.EEUK.UK.C",SUSPENDED,UK,"",
MD07526403,"","55UP75006LF.AEK.EEUK.UK.C",SUSPENDED,UK,"",
MD07526406,"","50UP75006LF.AEK.EEUK.UK.C",SUSPENDED,UK,"",
MD07526409,"","43UP75006LF.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526412,"","65UP75006LF.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526414,"","75UP75006LC.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526446,"","86UP80006LA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526455,"","55UP80006LA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526472,"","60UP80006LA.AEK.EEUK.UK.C",SUSPENDED,UK,"",
MD07526479,"","65UP81006LA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526494,"","55UP81006LA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526495,"","50UP81006LA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526496,"","43UP81006LA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526500,"","70UP81006LA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526508,"","75UP81006LA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526589,"","50UP80006LA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526590,"","43UP80006LA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526591,"","75UP80006LA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526637,"","65UP80006LA.AEK.EEUK.UK.C",SUSPENDED,UK,"",
MD07526640,"","50UP78006LB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526643,"",LSR100.AGRQLGU.EEUK.UK.C,ACTIVE,UK,"",
MD07526648,"","55UP78006LB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526649,"","65UP78006LB.AEK.EEUK.UK.C",SUSPENDED,UK,"",
MD07526650,"","75UP78006LB.AEK.EEUK.UK.C",SUSPENDED,UK,"",
MD07526651,"","43UP78006LB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526661,"","43UP76906LE.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07526761,"",FS21GB.AL.UK.C,DISCONTINUED,UK,"",
MD07527339,"","49VL5G-A.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07527530,"",SL4.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07527552,"",SN5.DGBRLLK.EEUK.UK.C,ACTIVE,UK,"",
MD07527563,"",AC18BH.NSK.EEUK.UK.B,ACTIVE,UK,"",
MD07527567,"",PC18SQ.NSK.EEUK.UK.B,ACTIVE,UK,"",
MD07527606,"",AC09BH.NSJ.EEUK.UK.B,ACTIVE,UK,"",
MD07527607,"",AC12BH.NSJ.EEUK.UK.B,ACTIVE,UK,"",
MD07527609,"",AC24BH.NSK.EEUK.UK.B,ACTIVE,UK,"",
MD07527610,"",PC24SQ.NSK.EEUK.UK.B,ACTIVE,UK,"",
MD07527611,"",PC12SQ.NSJ.EEUK.UK.B,ACTIVE,UK,"",
MD07527612,"",PC09SQ.NSJ.EEUK.UK.B,ACTIVE,UK,"",
MD07527614,"",DC09RH.NSJ.EEUK.UK.B,ACTIVE,UK,"",
MD07527622,"",DC24RH.NSK.EEUK.UK.B,ACTIVE,UK,"",
MD07527797,"","27MP500-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07527809,"",DC12RH.NSJ.EEUK.UK.B,ACTIVE,UK,"",
MD07527816,"",DC18RH.NSK.EEUK.UK.B,ACTIVE,UK,"",
MD07527888,"",OLED48A16LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07527984,"",OLED55A16LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07527986,"",OLED77A16LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07527987,"",OLED65A16LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07528155,"","55TR3BG-B.AEKQ.EEUK.UK.B",ACTIVE,UK,"",
MD07528167,"","88BH7G-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07528365,"",SP8YA.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07528373,"","24MP60G-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07528379,"",SP7Y.DGBRLLK.EEUK.UK.C,SUSPENDED,UK,"",
MD07528387,"","32GP850-B.BEK.EEUK.UK.C",ACTIVE,UK,"",
MD07528451,"",SP9YA.DGBRLLK.EEUK.UK.C,ACTIVE,UK,"",
MD07528744,"","32LM6370PLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07528748,"","32LM637BPLA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07528922,"",LAT140GT81S.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD07529017,"","27UP600-W.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07529665,"",HBS-FA4.ABEUWHF.EEUK.UK.C,DISCONTINUED,UK,"",
MD07530776,"","75UL3G-M.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD07532528,"","27GP850-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07532529,"","27UP650-W.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07532532,"","34GP950G-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07532540,"","34WP65C-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07532596,"",SP2.CGBRLLK.EEUK.UK.C,ACTIVE,UK,"",
MD07532607,"",SP2W.CGBRLLK.EEUK.UK.C,SUSPENDED,UK,"",
MD07532624,"",BP250.DGBRLLK.EEUK.UK.C,ACTIVE,UK,"",
MD07532890,"","29WP500-B.AEK.EEUK.UK.C",ACTIVE,UK,"",
MD07533086,"",SP7.DGBRLLK.EEUK.UK.C,ACTIVE,UK,"",
MD07533361,"",AP-G1DV55.AEU.EEUK.UK.C,DISCONTINUED,UK,"",
MD07533365,"",AP-G1DV77.AEU.EEUK.UK.C,DISCONTINUED,UK,"",
MD07533406,"","75QNED996PB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07533417,"","86QNED996PB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07533916,"",OLED65R19LA.AEK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07534551,"",TONE-UFP8.CGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07534612,"","65QNED996PB.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07534624,"","75QNED916PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07534673,"","65QNED916PA.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535059,"","50UP81006LR.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535072,"","55UP81006LR.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535074,"","65UP81006LR.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535075,"","70UP81006LR.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535077,"","75UP81006LR.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535084,"","43UP81006LR.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535089,"","55XS4J-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07535091,"","75UR640S0ZD.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07535095,"","50UP80006LR.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535096,"","55UP80006LR.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535097,"","60UP80006LR.AEK.EEUK.UK.C",SUSPENDED,UK,"",
MD07535099,"","65UP80006LR.AEK.EEUK.UK.C",SUSPENDED,UK,"",
MD07535101,"","75UP80006LR.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535102,"","43UP80006LR.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535110,"","49XS4J-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07535118,"","55UH7F-H.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD07535209,"","65NANO756PR.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535212,"","55NANO756PR.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535214,"","50NANO756PR.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535216,"",RP4.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07535227,"","43NANO756PR.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535242,"",QP5.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07535255,"","34WP88C-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535259,"",G1.DGBRLLK.EEUK.UK.C,ACTIVE,UK,"",
MD07535270,"","22MP400-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535271,"","32EP950-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535280,"","24MP400-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535281,"","34WP85C-B.AEK.EEUK.UK.C",DISCONTINUED,UK,"",
MD07535283,"","34WP550-B.BEK.EEUK.UK.C",ACTIVE,UK,"",
MD07535313,"",GSLV70PZTF.APZQEUK.EEUK.UK.C,ACTIVE,UK,"",
MD07535314,"",GSLV50DSXM.ADSQLGU.EEUK.UK.C,ACTIVE,UK,"",
MD07535335,"",GSLD80PZRF.APZQEUK.EEUK.UK.C,ACTIVE,UK,"",
MD07535345,"",GSLA81PZLF.APZQLGT.EEUK.UK.C,ACTIVE,UK,"",
MD07535359,"",TONE-UFP5.CGBRLLK.EEUK.UK.C,ACTIVE,UK,"",
MD07535368,"",GSLV71MCTF.AMCQLGT.EEUK.UK.C,ACTIVE,UK,"",
MD07535374,"",GP9.DGBRLLK.EEUK.UK.C,DISCONTINUED,UK,"",
MD07535378,"",GSLD50DSXM.ADSQLGU.EEUK.UK.C,ACTIVE,UK,"",
MD07535381,"",GSLV71PZTF.APZQEUK.EEUK.UK.C,ACTIVE,UK,"",
MD07535387,"",GBF62PZJMN.APZQLGU.EEUK.UK.C,ACTIVE,UK,"",
MD07535388,"",GSLD81PZRF.APZQEUK.EEUK.UK.C,ACTIVE,UK,"",
MD07535396,"",GSLV70MCTF.AMCQLGT.EEUK.UK.C,ACTIVE,UK,"",
MD07535403,"",TONE-UFP9.CGBRLLK.EEUK.UK.C,ACTIVE,UK,"",
MD07535404,"",GSXV90MCAE.AMCQLGU.EEUK.UK.C,ACTIVE,UK,"",
MD07535407,"",GML844PZ6F.APZQLGU.EEUK.UK.C,ACTIVE,UK,"",
MD07535409,"",GSJV91BSAE.ABSQLGU.EEUK.UK.C,ACTIVE,UK,"",
MD07535413,"",GSLV91PZAE.APZQLGU.EEUK.UK.C,ACTIVE,UK,"",
MD07535414,"",GSXV91BSAE.ABSQLGU.EEUK.UK.C,ACTIVE,UK,"",
MD07535432,"",LSWD100E.ABWQKUK.EEUK.UK.C,ACTIVE,UK,"",
MD07535446,"",F6V910BTSA.ABLQPUK.EEUK.UK.C,ACTIVE,UK,"",
MD07535449,"",FWV1128WTSA.ABWQPUK.EEUK.UK.C,ACTIVE,UK,"",
MD07535453,"",F4V1012BTSE.ABLQPUK.EEUK.UK.C,ACTIVE,UK,"",
MD07535454,"",F4V712STSE.APTQPUK.EEUK.UK.C,ACTIVE,UK,"",
MD07535455,"",F6V910WTSA.ABWQPUK.EEUK.UK.C,ACTIVE,UK,"",
MD07535457,"",GSJV91PZAE.APZQLGU.EEUK.UK.C,ACTIVE,UK,"",
MD07535463,"",F4V712WTSE.ABWQPUK.EEUK.UK.C,ACTIVE,UK,"",
MD07535464,"",GML945PZ8F.APZQLGU.EEUK.UK.C,ACTIVE,UK,"",
