"model_id","original_model_id","sku","model_status_code","locale","page_name","locale_code"
MD00024727,BD00024727,LZ-H200GBA4.ENWALEU.EEUK.UK.B,SUSPENDED,UK,"",
MD00024728,BD00024728,ARNU07GCEA2.ENWALEU.EEUK.UK.B,ACTIVE,UK,"",
MD00024729,BD00024729,CM18.N14.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024730,BD00024730,CM24.N14.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024731,BD00024731,UM30.N14.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024732,BD00024732,UM36.N24.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024733,BD00024733,UM42.N24.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024734,BD00024734,UM48.N34.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024735,BD00024735,UM60.N34.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024736,BD00024736,CT12.NR2.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024737,BD00024737,CT18.NQ4.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024738,BD00024738,CT24.NP4.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024739,BD00024739,UT30.NP4.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024740,BD00024740,UT36.NN2.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024741,BD00024741,UT42.NM2.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024742,BD00024742,UT48.NM2.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024743,BD00024743,UT60.NM2.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024744,BD00024744,CV12.NE2.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024745,BD00024745,CV18.NJ2.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024746,BD00024746,CV24.NJ2.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024747,BD00024747,UV30.NJ2.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024748,BD00024748,UV36.NK2.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024749,BD00024749,UV42.NL2.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024750,BD00024750,UV48.NL2.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024751,BD00024751,UV60.NL2.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024752,BD00024752,ARUN100LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024753,BD00024753,ARUN120LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024754,BD00024754,ARUN140LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024755,BD00024755,ARUN160LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024756,BD00024756,ARUN180LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024757,BD00024757,ARUN200LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024761,BD00024761,"10SM3TB-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00024762,BD00024762,"84TR3B-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00024781,BD00024781,PH150G.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD00024801,BD00024801,ARUB220LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024802,BD00024802,ARUB240LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024803,BD00024803,ARUB260LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024804,BD00024804,ARUB280LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024805,BD00024805,ARUB300LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024806,BD00024806,ARUB320LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024807,BD00024807,ARUB340LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024808,BD00024808,ARUB360LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024809,BD00024809,ARUB380LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024810,BD00024810,ARUB400LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024811,BD00024811,ARUB420LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024812,BD00024812,ARUB440LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024813,BD00024813,ARUB460LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024814,BD00024814,ARUB480LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024815,BD00024815,ARUB520LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024816,BD00024816,ARUB540LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024817,BD00024817,ARUB560LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024818,BD00024818,ARUB580LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024819,BD00024819,ARUB620LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024820,BD00024820,ARUB640LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024821,BD00024821,ARUB660LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024822,BD00024822,ARUB680LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024823,BD00024823,ARUB700LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024824,BD00024824,ARUB720LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024825,BD00024825,ARUB740LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024826,BD00024826,ARUB800LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024827,BD00024827,ARUN220LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024828,BD00024828,ARUN240LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024829,BD00024829,ARUN260LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024830,BD00024830,ARUN280LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024831,BD00024831,ARUN300LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024832,BD00024832,ARUN320LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024833,BD00024833,ARUN340LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024834,BD00024834,ARUN360LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024835,BD00024835,ARUN380LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024836,BD00024836,ARUN400LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024837,BD00024837,ARUN420LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024838,BD00024838,ARUN440LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024839,BD00024839,ARUN460LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024840,BD00024840,ARUN480LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024841,BD00024841,ARUN520LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024842,BD00024842,ARUN540LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024843,BD00024843,ARUN560LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024844,BD00024844,ARUN580LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024845,BD00024845,ARUN620LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024846,BD00024846,ARUN640LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024847,BD00024847,ARUN660LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024848,BD00024848,ARUN680LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024849,BD00024849,ARUN700LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024850,BD00024850,ARUN720LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024851,BD00024851,ARUN740LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024852,BD00024852,ARUN760LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024853,BD00024853,ARUN780LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024854,BD00024854,ARUN800LTE4.EWGBLEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00024861,BD00024861,PH450UG.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD00024881,BD00024881,"24MT47S-BZ.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00024961,BD00024961,PW1500G.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD00025021,BD00025021,SP-2000.AL.EEUK.UK.B,DISCONTINUED,UK,"",
MD00025022,BD00025022,ST-200T.AEK.EEUK.UK.B,DISCONTINUED,UK,"",
MD00025023,BD00025023,ST-320T.AEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00025024,BD00025024,TSP500-A.AEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00025041,BD00025041,STB-3000.AEU.EEUK.UK.B,DISCONTINUED,UK,"",
MD00030901,BD00030901,"65EW961H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00030924,BD00030924,"55EW961H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00030941,BD00030941,"55UW761H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00030961,BD00030961,"55LV340C.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00030963,BD00030963,"32LV340C.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00030964,BD00030964,"49LV340C.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00030965,BD00030965,"43LV340C.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00031021,BD00031021,STB-5500.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD00031041,BD00031041,"49UW761H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00031061,BD00031061,"43UW761H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00031081,BD00031081,"43SE3D-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00031083,BD00031083,"55SE3D-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00031161,BD00031161,"32SE3KD-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00031162,BD00031162,"65SE3KD-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00031181,BD00031181,"55SE3KD-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00031182,BD00031182,"32SM5KD-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00031225,BD00031225,"43SM5KD-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00031226,BD00031226,"49SE3KD-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00031242,BD00031242,"49SM5KD-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00031261,BD00031261,"43SM5D-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00031301,BD00031301,"55SM5KD-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00031302,BD00031302,"98LS95D-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00031343,BD00031343,"65SM5KD-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00032241,BD00032241,"32LW341H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00032242,BD00032242,"43LW641H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00032243,BD00032243,"75UV341C.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00032261,BD00032261,"43LW540S.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00032262,BD00032262,"49LW540S.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00032281,BD00032281,"49LW341H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00032282,BD00032282,"65UV341C.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00032301,BD00032301,"40LX761H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00032441,BD00032441,"32LW641H.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00032461,BD00032461,"43LW341H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00033302,BD00033302,"49LV761H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00033361,BD00033361,"43LV761H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00033421,BD00033421,"32LV761H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00033422,BD00033422,"55LV761H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00034001,BD00034001,CBV42-B.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD00034021,BD00034021,"20CAV37K-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00034041,BD00034041,"24CAV37K-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00038101,BD00038101,"27HJ712C-W.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00038102,BD00038102,"27HJ710S-W.AEK.EEUK.UK.B",SUSPENDED,UK,"",
MD00042921,BD00042921,"49LV341H.AEU.EEUK.UK.B",DISCONTINUED,UK,"",
MD00042922,BD00042922,"49VH7C-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00042923,BD00042923,"65UU761H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00042941,BD00042941,"32LU341H.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00042961,BD00042961,"32SM5KE-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00042981,BD00042981,"55EJ5D-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00043001,BD00043001,"55LV75D-B.AEK.EEUK.UK.B",SUSPENDED,UK,"",
MD00043002,BD00043002,"55SH7E-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00043021,BD00043021,"75UL3E-T.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00043022,BD00043022,"55SM5KE-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00043041,BD00043041,"55XS2E-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00043061,BD00043061,"86UL3E-T.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00043081,BD00043081,"43LV661H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00043121,BD00043121,"49LV661H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00043141,BD00043141,"49XF3E-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00043161,BD00043161,"43TA3E-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00043181,BD00043181,"55TA3E-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00043201,BD00043201,"49LU661H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00043262,BD00043262,"55EF5E-P.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00043401,BD00043401,"88BH7D-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00043521,BD00043521,"70UU640C.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00043581,BD00043581,"55UV761H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00043622,BD00043622,"55LV77D-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00044501,BD00044501,"24CK550W-3A.AUB.EEUK.UK.B",ACTIVE,UK,"",
MD00044521,BD00044521,"38CK900G-B.ARD.EEUK.UK.B",ACTIVE,UK,"",
MD00044541,BD00044541,CK500W-3A.AEKQ.EEUK.UK.B,ACTIVE,UK,"",
MD00044601,BD00044601,"14ZT980-L.AM11U.EEUK.UK.B",ACTIVE,UK,"",
MD00045142,BD00045142,"49TA3E-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00045204,BD00045204,"65EU961H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045241,BD00045241,"55EU961H.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00045262,BD00045262,"49VL7D-A.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045281,BD00045281,"49SM5KE-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045301,BD00045301,"43SM5KE-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045341,BD00045341,"60UU640C.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045381,BD00045381,"55UU640C.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045401,BD00045401,"49UU761H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045422,BD00045422,"32SE3KE-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00045423,BD00045423,"49UU640C.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045441,BD00045441,"43UU640C.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045461,BD00045461,"75UH5E-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045481,BD00045481,"86TR3E-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045501,BD00045501,"49LU341H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045521,BD00045521,"43LU341H.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00045541,BD00045541,"32LU661H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045542,BD00045542,"43SE3KE-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00045561,BD00045561,"49SE3KE-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00045562,BD00045562,"43LU661H.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00045563,BD00045563,"55SE3KE-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045741,BD00045741,"49UU661H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045761,BD00045761,"55TC3D-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045801,BD00045801,"65TC3D-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045802,BD00045802,"43UV761H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045805,BD00045805,"75TC3D-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00045821,BD00045821,"55EF5E-L.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00046661,BD00046661,"65UL3E-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00046761,BD00046761,"55VH7E-A.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00046781,BD00046781,"86UH5E-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00046801,BD00046801,"98UH5E-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00047081,BD00047081,"55UU761H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00047082,BD00047082,"65UU661H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00047083,BD00047083,"55UU661H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00047084,BD00047084,"43UU661H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00047101,BD00047101,"86UM3E-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00047901,BD00047901,"49SH7E-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00048021,BD00048021,"49UV761H.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00048201,BD00048201,"55EV5D-3V.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00048221,BD00048221,"55EG5CE-C.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00048222,BD00048222,"55SVH7E-A.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00048781,BD00048781,"43SH7E-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00048801,BD00048801,"15LU766A.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00049441,BD00049441,"75XS2E-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00049601,BD00049601,"49VM5E-A.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00049621,BD00049621,"55VM5E-A.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00049641,BD00049641,"65UH5E-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00049661,BD00049661,"75UM3E-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00050321,BD00050321,"23SE3TE-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00050981,BD00050981,"65EJ5E-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00051141,BD00051141,"55EJ5E-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00051241,BD00051241,"49VL5F-A.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00051601,BD00051601,"55EW5F-A.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00051941,BD00051941,LAT240DT1.AEULLHX.EEUK.UK.B,ACTIVE,UK,"",
MD00052621,BD00052621,LAP015EL6BP.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD00052701,BD00052701,LAP025EL4D.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD00052721,BD00052721,LAP025EL4DP.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD00052723,BD00052723,LAP015EL6B.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD00052761,BD00052761,LAP020EL6B.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD00052781,BD00052781,LAP020EL6BP.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD00052801,BD00052801,LAP010BL2.AEK.EEUK.UK.B,ACTIVE,UK,"",
MD00054661,BD00054661,"55UH5E-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00054681,BD00054681,"49UL3E-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00054701,BD00054701,"49UH5E-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00054721,BD00054721,"55UL3E-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00054741,BD00054741,"65WU960H.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00055161,BD00055161,"32LT340CBZB.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00055241,BD00055241,"32LT341HBZA.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00055261,BD00055261,"98UM3E-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00055282,BD00055282,"43LT340C0ZB.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00055283,BD00055283,"49LT341H0ZA.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00055284,BD00055284,"43LT341H0ZA.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00056061,BD00056061,"49UT761H0ZA.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00056081,BD00056081,"49XS4F-B.AEKZ.EEUK.UK.B",ACTIVE,UK,"",
MD00056082,BD00056082,"49LT340C0ZB.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00056101,BD00056101,"32TA3E-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00056121,BD00056121,"49VL7F-A.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00056122,BD00056122,"65EV5E-3.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00056141,BD00056141,"55XS4F-B.AEKZ.EEUK.UK.B",DISCONTINUED,UK,"",
MD00056921,BD00056921,"55XE4F-B.AEK.EEUK.UK.B",SUSPENDED,UK,"",
MD00056941,BD00056941,"49XE4F-B.AEK.EEUK.UK.B",SUSPENDED,UK,"",
MD00057241,BD00057241,"65TR3BF-B.AEKQ.EEUK.UK.B",DISCONTINUED,UK,"",
MD00057281,BD00057281,"86TR3BF-B.AEKQ.EEUK.UK.B",DISCONTINUED,UK,"",
MD00057282,BD00057282,"75TR3BF-B.AEKQ.EEUK.UK.B",DISCONTINUED,UK,"",
MD00057303,BD00057303,"86TN3F-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00057881,BD00057881,"55SH7DD-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00057901,BD00057901,"43SH7DD-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00057903,BD00057903,"49SH7DD-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00058361,BD00058361,"65UH7F-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00058381,BD00058381,"65UH5F-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00058401,BD00058401,"49UH7F-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00058421,BD00058421,"55UH7F-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00058461,BD00058461,"55UH5F-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00058462,BD00058462,"49UH5F-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00058463,BD00058463,"43UH5F-B.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00058941,BD00058941,"32LT661HBZA.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00059121,BD00059121,"55UT761H0ZA.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00059221,BD00059221,"88BH7F-B.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00059241,BD00059241,"65UT761H0ZB.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00059261,BD00059261,"43UT640S0ZA.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00059281,BD00059281,"49UT640S0ZA.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00059301,BD00059301,"55UT640S0ZA.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00059321,BD00059321,"43UT782H0ZA.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00059341,BD00059341,"55SVH7F-A.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00059361,BD00059361,"43UM3F-B.AEK.EEUK.UK.B",SUSPENDED,UK,"",
MD00059403,BD00059403,LAA015FL7B1.AEU.EEDG.UK.B,ACTIVE,UK,"",
MD00059561,BD00059561,"43UT661H0ZA.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00059581,BD00059581,"55UT661H0ZA.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00059582,BD00059582,"49UT661H0ZA.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00059601,BD00059601,"65UT661H0ZB.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00060021,BD00060021,"55ET961H0ZA.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00060041,BD00060041,"65ET961H0ZA.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
MD00060361,BD00060361,"55VL5F-A.AEK.EEUK.UK.B",ACTIVE,UK,"",
MD00060381,BD00060381,"55EF5F-L.AEK.EEUK.UK.B",DISCONTINUED,UK,"",
